i	j	x	r	mach	theta	press	temp
44	68	1.75752	1.0062	2.30194	14.4597	39.8649	257.308
45	68	1.77014	1.00368	2.30703	14.4116	39.5486	256.723
46	68	1.78294	1.00113	2.31246	14.3562	39.2141	256.101
47	68	1.79523	0.998684	2.31782	14.2995	38.8871	255.489
48	68	1.80707	0.996327	2.32304	14.2431	38.5707	254.893
49	68	1.81229	0.995288	2.32586	14.2055	38.4011	254.572
50	68	1.81591	0.994568	2.32807	14.1728	38.2684	254.321
51	68	1.82241	0.993272	2.33128	14.1334	38.0769	253.956
52	68	1.83114	0.991533	2.33493	14.0967	37.8603	253.543
53	68	1.84325	0.989123	2.33987	14.0486	37.5687	252.983
54	68	1.85887	0.986017	2.34618	13.9883	37.1997	252.271
55	68	1.87796	0.982227	2.3538	13.917	36.7596	251.415
56	68	1.90055	0.977748	2.36273	13.8343	36.2497	250.413
57	68	1.92685	0.972542	2.37314	13.7381	35.6649	249.252
58	68	1.95732	0.966524	2.38532	13.6235	34.9927	247.901
59	68	1.99262	0.959564	2.39976	13.4828	34.2124	246.309
60	68	2.03401	0.951415	2.41738	13.301	33.2846	244.381
61	68	2.08428	0.941514	2.44024	13.0445	32.1185	241.904
62	68	2.15806	0.926926	2.47718	12.5851	30.3217	237.958
63	68	2.24108	0.910379	2.51809	12.0811	28.4521	233.67
64	68	2.32071	0.894386	2.55538	11.6403	26.8512	229.835
65	68	2.41056	0.876179	2.59816	11.1243	25.1289	225.523
66	68	2.45596	0.866909	2.61918	10.876	24.325	223.438
67	68	2.50511	0.856816	2.64243	10.5956	23.4671	221.157
68	68	2.55071	0.847395	2.66342	10.3473	22.7193	219.12
69	68	2.6073	0.835622	2.68988	10.0294	21.812	216.584
70	68	2.65356	0.825933	2.71113	9.77701	21.1109	214.571
71	68	2.71873	0.812171	2.74127	9.4158	20.1564	211.754
72	68	2.76565	0.802182	2.7627	9.1606	19.5054	209.777
73	68	2.84064	0.786066	2.79699	8.75029	18.5091	206.658
74	68	2.88827	0.775729	2.81856	8.4931	17.91	204.724
75	68	2.9745	0.756813	2.85749	8.02768	16.8797	201.288
76	68	3.02298	0.746062	2.87917	7.76896	16.3333	199.404
77	68	3.07167	0.735173	2.90087	7.50951	15.8048	197.539
78	68	3.12195	0.723835	2.92311	7.2441	15.2821	195.65
79	68	3.17158	0.712545	2.94499	6.98246	14.7857	193.813
80	68	3.22105	0.701196	2.96659	6.72469	14.3125	192.02
81	68	3.28538	0.686291	2.99453	6.39049	13.724	189.73
82	68	3.33599	0.674443	3.01631	6.13008	13.2832	187.968
83	68	3.38683	0.662436	3.03802	5.8701	12.8586	186.232
84	68	3.46697	0.643282	3.07188	5.46438	12.2252	183.563
85	68	3.51902	0.630695	3.09363	5.20316	11.8358	181.874
86	68	3.57125	0.617945	3.11524	4.94343	11.4622	180.215
87	68	3.66998	0.593514	3.15548	4.45794	10.7995	177.174
88	68	3.72362	0.580058	3.17698	4.19775	10.4624	175.576
89	68	3.77765	0.566371	3.19838	3.93764	10.138	174.003
90	68	3.83189	0.552495	3.21955	3.67968	9.82774	172.465
91	68	3.898	0.5354	3.24496	3.36816	9.46859	170.64
92	68	3.95364	0.520853	3.26596	3.1094	9.18253	169.151
93	68	4.00965	0.506065	3.28672	2.85214	8.90892	167.695
94	68	4.06604	0.491028	3.3072	2.59648	8.64749	166.274
95	68	4.15552	0.466856	3.33876	2.19829	8.2606	164.114
96	68	4.21343	0.451009	3.35851	1.94619	8.0281	162.781
97	68	4.27179	0.434879	3.37781	1.69695	7.80763	161.491
98	68	4.33051	0.418487	3.39654	1.45213	7.59999	160.252
99	68	4.44749	0.385355	3.43146	0.985211	7.22858	157.974
100	68	4.50769	0.368061	3.44789	0.759765	7.0607	156.917
101	68	4.56841	0.350454	3.4633	0.543405	6.90704	155.933
102	68	4.629	0.332731	3.47699	0.346661	6.77359	155.067
103	68	4.68973	0.314829	3.48885	0.171066	6.6602	154.321
104	68	4.77345	0.28996	3.49997	0.000398489	6.55569	153.625
105	68	4.7884	0.285503	3.5	0	6.55546	153.623
106	68	4.87546	0.259548	3.5	0	6.55546	153.623
107	68	4.96251	0.233593	3.5	0	6.55546	153.623
108	68	5.04957	0.207638	3.5	0	6.55546	153.623
109	68	5.13662	0.181683	3.5	0	6.55546	153.623
110	68	5.22368	0.155729	3.5	0	6.55546	153.623
111	68	5.31073	0.129774	3.5	0	6.55546	153.623
112	68	5.39779	0.103819	3.5	0	6.55546	153.623
113	68	5.48484	0.0778644	3.5	0	6.55546	153.623
114	68	5.5719	0.0519096	3.5	0	6.55546	153.623
115	68	5.65895	0.0259548	3.5	0	6.55546	153.623
116	68	5.74601	0	3.5	0	6.55546	153.623

0	69	0.901144	1.22962	1.98142	17.2928	65.7755	296.885
1	69	0.925818	1.22393	1.99027	17.2245	64.8766	295.72
2	69	0.956697	1.21687	2.00141	17.1371	63.7623	294.26
3	69	0.988201	1.20971	2.01284	17.0459	62.6378	292.768
4	69	1.02033	1.20248	2.02458	16.9506	61.5032	291.243
5	69	1.05308	1.19515	2.03664	16.8506	60.3584	289.684
6	69	1.08646	1.18775	2.04904	16.7457	59.2032	288.089
7	69	1.10934	1.1827	2.05729	16.6804	58.4466	287.032
8	69	1.14352	1.17521	2.07018	16.5672	57.2829	285.387
9	69	1.16704	1.17009	2.07882	16.4955	56.5154	284.289
10	69	1.19077	1.16495	2.08761	16.4209	55.7448	283.176
11	69	1.21314	1.16012	2.09513	16.3713	55.0942	282.228
12	69	1.23447	1.15555	2.10191	16.3346	54.5137	281.375
13	69	1.25589	1.15098	2.10888	16.2934	53.9232	280.501
14	69	1.27756	1.14638	2.11613	16.2468	53.3161	279.595
15	69	1.29903	1.14184	2.12324	16.2024	52.7267	278.709
16	69	1.32104	1.13722	2.13081	16.1494	52.106	277.767
17	69	1.34295	1.13264	2.13832	16.0976	51.4979	276.837
18	69	1.36513	1.12802	2.14606	16.0416	50.8787	275.882
19	69	1.38782	1.12332	2.1542	15.9783	50.2348	274.88
20	69	1.40991	1.11876	2.1619	15.9226	49.6334	273.936
21	69	1.42887	1.11487	2.16908	15.86	49.0792	273.058
22	69	1.45165	1.1102	2.17733	15.7944	48.4494	272.052
23	69	1.47032	1.10639	2.18427	15.736	47.9262	271.21
24	69	1.48981	1.10243	2.19183	15.6669	47.3629	270.295
25	69	1.50882	1.09858	2.19902	15.604	46.8327	269.427
26	69	1.52763	1.09477	2.20611	15.5425	46.3158	268.574
27	69	1.54716	1.09084	2.21376	15.4711	45.7645	267.657
28	69	1.56676	1.0869	2.2215	15.398	45.2138	266.733
29	69	1.5852	1.0832	2.22839	15.339	44.7286	265.912
30	69	1.60442	1.07935	2.23593	15.2682	44.2034	265.016
31	69	1.62217	1.07581	2.24317	15.1958	43.7053	264.159
32	69	1.63964	1.07233	2.25024	15.126	43.2245	263.326
33	69	1.65606	1.06906	2.25658	15.0681	42.7978	262.58
34	69	1.67479	1.06535	2.26404	14.9962	42.3013	261.706
35	69	1.69116	1.0621	2.27084	14.9261	41.8534	260.911
36	69	1.70828	1.05872	2.27795	14.8528	41.3901	260.083
37	69	1.72425	1.05556	2.2843	14.7915	40.9809	259.346
38	69	1.73923	1.0526	2.29033	14.7321	40.596	258.647
39	69	1.75445	1.0496	2.29665	14.6669	40.1965	257.918
40	69	1.76955	1.04663	2.30301	14.5998	39.7984	257.185
41	69	1.78436	1.04371	2.30929	14.533	39.4095	256.465
42	69	1.79868	1.0409	2.31535	14.4686	39.0377	255.771
43	69	1.81146	1.03839	2.32042	14.4195	38.7294	255.192
44	69	1.82445	1.03584	2.32582	14.3633	38.4032	254.576
45	69	1.83691	1.03339	2.33115	14.3058	38.0844	253.971
46	69	1.84893	1.03104	2.33635	14.2487	37.7759	253.381
47	69	1.85425	1.02999	2.33916	14.2109	37.6104	253.064
48	69	1.85795	1.02927	2.34137	14.1783	37.4809	252.814
49	69	1.86457	1.02797	2.34456	14.1386	37.294	252.453
50	69	1.87342	1.02623	2.3482	14.1013	37.0829	252.044
51	69	1.88569	1.02383	2.35312	14.0524	36.7986	251.491
52	69	1.90151	1.02072	2.3594	13.9909	36.439	250.786
53	69	1.92085	1.01694	2.36698	13.9182	36.01	249.939
54	69	1.94372	1.01246	2.37587	13.8338	35.513	248.948
55	69	1.97037	1.00726	2.38623	13.7355	34.9431	247.8
56	69	2.00123	1.00124	2.39835	13.6187	34.2879	246.464
57	69	2.037	0.994279	2.41272	13.4754	33.5274	244.889
58	69	2.07896	0.986115	2.43024	13.291	32.623	242.984
59	69	2.13001	0.976177	2.45299	13.0318	31.4861	240.534
60	69	2.20508	0.961493	2.48977	12.57	29.7335	236.63
61	69	2.28954	0.944826	2.53048	12.0632	27.9098	232.389
62	69	2.37046	0.928717	2.56757	11.6192	26.3484	228.597
63	69	2.46182	0.910355	2.61012	11.1002	24.6683	224.334
64	69	2.50795	0.901004	2.63102	10.8502	23.884	222.273
65	69	2.55793	0.890812	2.65413	10.5682	23.0471	220.019
66	69	2.60427	0.8813	2.675	10.3184	22.3176	218.006
67	69	2.66181	0.869403	2.70129	9.99879	21.4324	215.5
68	69	2.70882	0.85961	2.7224	9.74495	20.7483	213.512
69	69	2.77508	0.845691	2.75235	9.38191	19.817	210.729
70	69	2.82276	0.835585	2.77363	9.12538	19.1817	208.776
71	69	2.899	0.81927	2.80768	8.71313	18.2095	205.696
72	69	2.94742	0.808803	2.82909	8.45475	17.6249	203.787
73	69	3.03507	0.789638	2.86772	7.98736	16.6194	200.396
74	69	3.08435	0.77874	2.88923	7.7276	16.086	198.537
75	69	3.13384	0.767699	2.91076	7.46718	15.5702	196.697
76	69	3.18494	0.756201	2.93281	7.20081	15.0601	194.833
77	69	3.2354	0.744748	2.9545	6.93832	14.5755	193.021
78	69	3.28568	0.733232	2.9759	6.67975	14.1136	191.253
79	69	3.35105	0.718104	3.00357	6.34464	13.5391	188.996
80	69	3.40249	0.706075	3.02513	6.08359	13.1088	187.26
81	69	3.45415	0.693883	3.04663	5.82307	12.6943	185.549
82	69	3.5356	0.67443	3.08012	5.41665	12.076	182.921
83	69	3.58849	0.661643	3.10163	5.1551	11.696	181.257
84	69	3.64156	0.648689	3.12298	4.89516	11.3314	179.624
85	69	3.74187	0.623863	3.16273	4.40957	10.6845	176.633
86	69	3.79636	0.610187	3.18394	4.14952	10.3556	175.062
87	69	3.85124	0.596275	3.20506	3.8897	10.039	173.516
88	69	3.90634	0.582171	3.22592	3.63218	9.73634	172.005
89	69	3.97348	0.564794	3.25095	3.32145	9.38603	170.213
90	69	4.02999	0.550008	3.27162	3.06357	9.10707	168.752
91	69	4.08686	0.534977	3.29203	2.8074	8.84033	167.325
92	69	4.14411	0.519693	3.31215	2.5531	8.58554	165.933
93	69	4.23494	0.495129	3.34312	2.15762	8.20868	163.818
94	69	4.29371	0.479027	3.36247	1.90767	7.98236	162.515
95	69	4.35293	0.462642	3.38136	1.66095	7.76788	161.255
96	69	4.41249	0.445996	3.39966	1.41905	7.56604	160.047
97	69	4.53108	0.41237	3.4337	0.95922	7.2055	157.83
98	69	4.59207	0.394834	3.44966	0.738074	7.04282	156.803
99	69	4.65355	0.376995	3.46461	0.526572	6.89416	155.85
100	69	4.71483	0.359059	3.47785	0.334975	6.7653	155.012
101	69	4.77617	0.340967	3.48928	0.164778	6.65606	154.293
102	69	4.8605	0.315915	3.49998	0.000381912	6.55568	153.625
103	69	4.87546	0.311457	3.5	0	6.55546	153.623
104	69	4.96251	0.285503	3.5	0	6.55546	153.623
105	69	5.04957	0.259548	3.5	0	6.55546	153.623
106	69	5.13662	0.233593	3.5	0	6.55546	153.623
107	69	5.22368	0.207638	3.5	0	6.55546	153.623
108	69	5.31073	0.181683	3.5	0	6.55546	153.623
109	69	5.39779	0.155729	3.5	0	6.55546	153.623
110	69	5.48484	0.129774	3.5	0	6.55546	153.623
111	69	5.5719	0.103819	3.5	0	6.55546	153.623
112	69	5.65895	0.0778644	3.5	0	6.55546	153.623
113	69	5.74601	0.0519096	3.5	0	6.55546	153.623
114	69	5.83306	0.0259548	3.5	0	6.55546	153.623
115	69	5.92012	0	3.5	0	6.55546	153.623

0	70	0.97657	1.25307	2.01114	17.2358	62.8044	292.99
1	70	0.988029	1.25051	2.01521	17.2029	62.4071	292.459
2	70	1.01992	1.24344	2.02662	17.1092	61.3081	290.978
3	70	1.05244	1.23628	2.03834	17.0114	60.1992	289.465
4	70	1.08559	1.22903	2.05037	16.9089	59.0804	287.918
5	70	1.11939	1.2217	2.06274	16.8015	57.9517	286.335
6	70	1.14254	1.21671	2.07097	16.7343	57.2124	285.287
7	70	1.17715	1.20929	2.08382	16.6187	56.0755	283.655
8	70	1.20097	1.20422	2.09244	16.5451	55.3257	282.566
9	70	1.22499	1.19912	2.10121	16.4688	54.573	281.463
10	70	1.2476	1.19435	2.10871	16.4172	53.9376	280.523
11	70	1.26914	1.18982	2.11547	16.3784	53.3709	279.677
12	70	1.29078	1.1853	2.12242	16.3352	52.7944	278.811
13	70	1.31269	1.18074	2.12964	16.2866	52.2018	277.913
14	70	1.33438	1.17625	2.13673	16.2402	51.6264	277.034
15	70	1.35664	1.17167	2.14428	16.1853	51.0205	276.101
16	70	1.37879	1.16713	2.15176	16.1315	50.427	275.18
17	70	1.40122	1.16255	2.15947	16.0736	49.8227	274.234
18	70	1.42416	1.15789	2.16758	16.0083	49.1942	273.241
19	70	1.4465	1.15337	2.17525	15.9507	48.6072	272.305
20	70	1.4657	1.14949	2.1824	15.8867	48.0663	271.436
21	70	1.48875	1.14486	2.19063	15.8192	47.4517	270.44
22	70	1.50764	1.14108	2.19754	15.7593	46.9411	269.605
23	70	1.52737	1.13714	2.20507	15.6888	46.3913	268.699
24	70	1.54661	1.1333	2.21224	15.6245	45.8738	267.839
25	70	1.56566	1.12952	2.2193	15.5615	45.3695	266.995
26	70	1.58543	1.1256	2.22692	15.4887	44.8314	266.086
27	70	1.60528	1.12168	2.23463	15.4141	44.294	265.171
28	70	1.62395	1.118	2.24149	15.3537	43.8205	264.358
29	70	1.64342	1.11417	2.24901	15.2816	43.308	263.471
30	70	1.6614	1.11064	2.25622	15.208	42.8219	262.622
31	70	1.6791	1.10717	2.26326	15.137	42.3526	261.797
32	70	1.69573	1.10391	2.26957	15.0779	41.9363	261.059
33	70	1.7147	1.1002	2.277	15.0048	41.4518	260.194
34	70	1.73129	1.09697	2.28377	14.9336	41.0146	259.407
35	70	1.74865	1.09358	2.29086	14.8592	40.5626	258.587
36	70	1.76483	1.09043	2.29718	14.7969	40.1633	257.857
37	70	1.78001	1.08748	2.30318	14.7365	39.7877	257.165
38	70	1.79543	1.08449	2.30948	14.6703	39.3979	256.443
39	70	1.81075	1.08152	2.31581	14.6023	39.0093	255.718
40	70	1.82577	1.0786	2.32206	14.5346	38.6298	255.005
41	70	1.84029	1.07579	2.3281	14.4694	38.2669	254.318
42	70	1.85323	1.07328	2.33314	14.4195	37.9661	253.745
43	70	1.86639	1.07073	2.33853	14.3624	37.6478	253.135
44	70	1.87904	1.06828	2.34383	14.3042	37.3367	252.536
45	70	1.89123	1.06593	2.34901	14.2465	37.0356	251.952
46	70	1.89665	1.06488	2.35181	14.2086	36.874	251.638
47	70	1.90042	1.06415	2.35401	14.1761	36.7474	251.391
48	70	1.90715	1.06284	2.35719	14.1361	36.565	251.034
49	70	1.91612	1.0611	2.36081	14.0983	36.359	250.629
50	70	1.92855	1.0587	2.36571	14.0486	36.0816	250.081
51	70	1.94458	1.05559	2.37196	13.986	35.7307	249.383
52	70	1.96416	1.05181	2.3795	13.9119	35.3122	248.545
53	70	1.98733	1.04733	2.38835	13.826	34.8274	247.566
54	70	2.0143	1.04213	2.39866	13.7259	34.2714	246.43
55	70	2.04555	1.03611	2.41072	13.6069	33.6323	245.108
56	70	2.08179	1.02913	2.42501	13.4613	32.8903	243.551
57	70	2.12433	1.02095	2.44245	13.2745	32.008	241.666
58	70	2.17614	1.01096	2.46509	13.0129	30.8983	239.242
59	70	2.25249	0.996168	2.50169	12.5489	29.1871	235.379
60	70	2.33837	0.979368	2.5422	12.0397	27.4064	231.183
61	70	2.42058	0.963131	2.5791	11.5929	25.8819	227.434
62	70	2.51343	0.944599	2.62141	11.0713	24.2413	223.218
63	70	2.5603	0.935161	2.6422	10.8198	23.4754	221.18
64	70	2.61109	0.924864	2.66517	10.5365	22.6581	218.952
65	70	2.65817	0.915254	2.68591	10.2853	21.9456	216.962
66	70	2.71665	0.903226	2.71205	9.96419	21.081	214.485
67	70	2.76441	0.893323	2.73302	9.70911	20.4129	212.52
68	70	2.83175	0.879238	2.76277	9.3445	19.5031	209.77
69	70	2.8802	0.86901	2.78391	9.08685	18.8825	207.84
70	70	2.95766	0.852488	2.81772	8.67299	17.9327	204.798
71	70	3.00686	0.841885	2.83898	8.41362	17.3615	202.913
72	70	3.09594	0.822461	2.87732	7.94464	16.3791	199.564
73	70	3.146	0.811413	2.89866	7.68404	15.8579	197.728
74	70	3.19629	0.800216	2.92001	7.42286	15.3539	195.912
75	70	3.24821	0.788553	2.94188	7.15575	14.8553	194.073
76	70	3.29948	0.776932	2.96338	6.89262	14.3818	192.285
77	70	3.35056	0.765246	2.98459	6.63346	13.9304	190.541
78	70	3.41698	0.74989	3.01201	6.29771	13.3689	188.314
79	70	3.46924	0.737678	3.03337	6.03624	12.9484	186.602
80	70	3.52172	0.725298	3.05465	5.77538	12.5433	184.915
81	70	3.60446	0.705541	3.08779	5.36859	11.939	182.325
82	70	3.65819	0.692551	3.10907	5.10694	11.5675	180.686
83	70	3.71209	0.679391	3.13018	4.84699	11.2112	179.078
84	70	3.81397	0.654167	3.16945	4.3617	10.5791	176.133
85	70	3.8693	0.64027	3.1904	4.10198	10.2577	174.588
86	70	3.92504	0.626133	3.21123	3.84265	9.94838	173.067
87	70	3.98098	0.6118	3.23181	3.58577	9.65271	171.581
88	70	4.04915	0.59414	3.25648	3.27605	9.31055	169.821
89	70	4.10652	0.579114	3.27683	3.01922	9.03815	168.386
90	70	4.16424	0.56384	3.29691	2.76431	8.77774	166.986
91	70	4.22234	0.548311	3.31669	2.51151	8.52908	165.62
92	70	4.31451	0.523356	3.34711	2.11892	8.16146	163.549
93	70	4.37413	0.507002	3.36608	1.8712	7.94081	162.273
94	70	4.43419	0.490364	3.38459	1.62705	7.73184	161.041
95	70	4.49458	0.473467	3.40249	1.38807	7.5353	159.861
96	70	4.61477	0.439356	3.43572	0.935179	7.18468	157.699
97	70	4.67652	0.421584	3.45126	0.718149	7.02674	156.701
98	70	4.73874	0.403517	3.46578	0.511224	6.88262	155.776
99	70	4.8007	0.385374	3.47861	0.324405	6.75789	154.964
100	70	4.86264	0.367099	3.48967	0.159141	6.65237	154.269
101	70	4.94756	0.341871	3.49998	0.000367247	6.55568	153.625
102	70	4.96251	0.337412	3.5	0	6.55546	153.623
103	70	5.04957	0.311457	3.5	0	6.55546	153.623
104	70	5.13662	0.285503	3.5	0	6.55546	153.623
105	70	5.22368	0.259548	3.5	0	6.55546	153.623
106	70	5.31073	0.233593	3.5	0	6.55546	153.623
107	70	5.39779	0.207638	3.5	0	6.55546	153.623
108	70	5.48484	0.181683	3.5	0	6.55546	153.623
109	70	5.5719	0.155729	3.5	0	6.55546	153.623
110	70	5.65895	0.129774	3.5	0	6.55546	153.623
111	70	5.74601	0.103819	3.5	0	6.55546	153.623
112	70	5.83306	0.0778644	3.5	0	6.55546	153.623
113	70	5.92012	0.0519096	3.5	0	6.55546	153.623
114	70	6.00717	0.0259548	3.5	0	6.55546	153.623
115	70	6.09423	0	3.5	0	6.55546	153.623

0	71	1.05416	1.27708	2.04057	17.1555	59.9899	289.177
1	71	1.08505	1.27043	2.05154	17.0614	58.9725	287.767
2	71	1.11861	1.26325	2.06355	16.9566	57.8787	286.232
3	71	1.15282	1.25598	2.07588	16.8468	56.7751	284.662
4	71	1.17624	1.25104	2.08409	16.778	56.0525	283.622
5	71	1.21128	1.24368	2.09691	16.66	54.9411	282.004
6	71	1.23538	1.23865	2.10551	16.5847	54.2082	280.924
7	71	1.25969	1.23359	2.11425	16.5066	53.4725	279.829
8	71	1.28254	1.22886	2.12172	16.4532	52.8518	278.897
9	71	1.3043	1.22438	2.12846	16.4124	52.2982	278.06
10	71	1.32616	1.2199	2.13538	16.3673	51.7352	277.201
11	71	1.3483	1.21538	2.14258	16.3169	51.1563	276.311
12	71	1.37021	1.21093	2.14964	16.2686	50.5943	275.441
13	71	1.39271	1.20638	2.15716	16.2118	50.0025	274.516
14	71	1.4151	1.20188	2.16462	16.1562	49.4229	273.603
15	71	1.43777	1.19733	2.1723	16.0965	48.8327	272.666
16	71	1.46097	1.1927	2.18038	16.0295	48.2188	271.682
17	71	1.48355	1.18821	2.18802	15.9701	47.6456	270.755
18	71	1.50298	1.18436	2.19515	15.9046	47.1173	269.894
19	71	1.52629	1.17975	2.20334	15.8354	46.5171	268.907
20	71	1.54541	1.17599	2.21023	15.7741	46.0184	268.08
21	71	1.56538	1.17206	2.21773	15.7023	45.4814	267.183
22	71	1.58485	1.16825	2.22486	15.6366	44.9761	266.331
23	71	1.60412	1.16448	2.2319	15.5723	44.4835	265.495
24	71	1.62415	1.16058	2.23949	15.4982	43.958	264.595
25	71	1.64425	1.15667	2.24717	15.4223	43.4331	263.688
26	71	1.66313	1.153	2.254	15.3605	42.9708	262.883
27	71	1.68285	1.14918	2.26149	15.2872	42.4703	262.005
28	71	1.70107	1.14565	2.26867	15.2125	41.9955	261.164
29	71	1.719	1.14219	2.27568	15.1404	41.5372	260.347
30	71	1.73582	1.13894	2.28197	15.0802	41.1306	259.616
31	71	1.75504	1.13524	2.28936	15.0059	40.6575	258.759
32	71	1.77185	1.13201	2.29611	14.9338	40.2305	257.98
33	71	1.78944	1.12863	2.30316	14.8584	39.789	257.168
34	71	1.80583	1.12548	2.30946	14.795	39.399	256.445
35	71	1.8212	1.12253	2.31544	14.7337	39.0323	255.761
36	71	1.83683	1.11954	2.3217	14.6666	38.6515	255.046
37	71	1.85236	1.11656	2.32801	14.5978	38.272	254.327
38	71	1.86758	1.11365	2.33423	14.5294	37.9013	253.621
39	71	1.8823	1.11083	2.34024	14.4634	37.5469	252.941
40	71	1.89541	1.10832	2.34527	14.4127	37.2532	252.374
41	71	1.90875	1.10577	2.35063	14.3549	36.9423	251.771
42	71	1.92157	1.10332	2.35591	14.296	36.6384	251.177
43	71	1.93393	1.10096	2.36107	14.2377	36.3443	250.6
44	71	1.93944	1.09991	2.36385	14.1998	36.1863	250.288
45	71	1.9433	1.09917	2.36605	14.1672	36.0625	250.043
46	71	1.95014	1.09786	2.36922	14.1271	35.8843	249.689
47	71	1.95923	1.09612	2.37282	14.0888	35.6831	249.289
48	71	1.97182	1.09371	2.37769	14.0383	35.4122	248.746
49	71	1.98805	1.0906	2.38392	13.9748	35.0696	248.056
50	71	2.00787	1.08681	2.39142	13.8995	34.661	247.227
51	71	2.03132	1.08234	2.40023	13.8121	34.1876	246.258
52	71	2.05862	1.07713	2.41048	13.7103	33.6447	245.134
53	71	2.09026	1.07109	2.42248	13.5894	33.0207	243.826
54	71	2.12696	1.0641	2.4367	13.4417	32.2962	242.286
55	71	2.17007	1.05588	2.45405	13.2526	31.4345	240.421
56	71	2.22264	1.04584	2.47657	12.9888	30.3505	238.022
57	71	2.30026	1.03093	2.513	12.523	28.6782	234.199
58	71	2.38756	1.01398	2.55331	12.0117	26.9378	230.047
59	71	2.47105	0.997608	2.59002	11.5624	25.4478	226.337
60	71	2.56538	0.978895	2.6321	11.0384	23.8442	222.167
61	71	2.61298	0.969362	2.65277	10.7856	23.0956	220.151
62	71	2.66458	0.958954	2.67561	10.5012	22.2965	217.948
63	71	2.71239	0.949242	2.69623	10.2488	21.6	215.98
64	71	2.7718	0.937075	2.7222	9.92647	20.7547	213.531
65	71	2.82031	0.927057	2.74305	9.67032	20.1014	211.588
66	71	2.88871	0.912801	2.77261	9.30441	19.2118	208.87
67	71	2.93792	0.902445	2.79361	9.04581	18.6049	206.963
68	71	3.01662	0.885709	2.82719	8.63062	17.676	203.956
69	71	3.06659	0.874965	2.84829	8.37045	17.1173	202.093
70	71	3.15707	0.855276	2.88635	7.90019	16.1564	198.785
71	71	3.20792	0.844073	2.90752	7.63895	15.6466	196.972
72	71	3.259	0.832717	2.92871	7.37719	15.1535	195.178
73	71	3.31174	0.820885	2.9504	7.10953	14.6658	193.362
74	71	3.36381	0.809093	2.97172	6.84594	14.2025	191.597
75	71	3.41569	0.797234	2.99274	6.58637	13.7609	189.875
76	71	3.48315	0.781646	3.01992	6.25022	13.2115	187.678
77	71	3.53622	0.769248	3.04107	5.9885	12.8001	185.989
78	71	3.58952	0.756677	3.06215	5.72748	12.4037	184.325
79	71	3.67354	0.736612	3.09496	5.32062	11.8124	181.771
80	71	3.7281	0.723419	3.11601	5.05903	11.449	180.155
81	71	3.78283	0.710051	3.13689	4.79924	11.1004	178.57
82	71	3.88626	0.684425	3.17571	4.31457	10.482	175.67
83	71	3.94244	0.670307	3.1964	4.05536	10.1676	174.148
84	71	3.99902	0.655943	3.21697	3.79668	9.86497	172.651
85	71	4.0558	0.641381	3.23727	3.54058	9.57579	171.19
86	71	4.12499	0.623439	3.2616	3.23205	9.24119	169.459
87	71	4.18321	0.608173	3.28165	2.9764	8.97486	168.049
88	71	4.24178	0.592657	3.30142	2.72288	8.72032	166.673
89	71	4.30072	0.576883	3.32089	2.47168	8.47733	165.333
90	71	4.39421	0.551541	3.35078	2.0821	8.11824	163.301
91	71	4.45468	0.534936	3.36941	1.83666	7.90284	162.051
92	71	4.51557	0.518049	3.38755	1.5951	7.69894	160.845
93	71	4.57678	0.500904	3.40508	1.35902	7.50729	159.691
94	71	4.69853	0.466316	3.43756	0.912866	7.16579	157.581
95	71	4.76104	0.448312	3.45271	0.699767	7.01219	156.608
96	71	4.82399	0.430022	3.46684	0.497155	6.8722	155.708
97	71	4.8866	0.411678	3.47931	0.314784	6.75123	154.92
98	71	4.94913	0.393224	3.49002	0.154049	6.64906	154.247
99	71	5.03461	0.367826	3.49998	0.000354154	6.55567	153.625
100	71	5.04957	0.363367	3.5	0	6.55546	153.623
101	71	5.13662	0.337412	3.5	0	6.55546	153.623
102	71	5.22368	0.311457	3.5	0	6.55546	153.623
103	71	5.31073	0.285503	3.5	0	6.55546	153.623
104	71	5.39779	0.259548	3.5	0	6.55546	153.623
105	71	5.48484	0.233593	3.5	0	6.55546	153.623
106	71	5.5719	0.207638	3.5	0	6.55546	153.623
107	71	5.65895	0.181683	3.5	0	6.55546	153.623
108	71	5.74601	0.155729	3.5	0	6.55546	153.623
109	71	5.83306	0.129774	3.5	0	6.55546	153.623
110	71	5.92012	0.103819	3.5	0	6.55546	153.623
111	71	6.00717	0.0778644	3.5	0	6.55546	153.623
112	71	6.09423	0.0519096	3.5	0	6.55546	153.623
113	71	6.18128	0.0259548	3.5	0	6.55546	153.623
114	71	6.26834	0	3.5	0	6.55546	153.623

0	72	1.13381	1.30159	2.06975	17.0526	57.3207	285.441
1	72	1.15209	1.29776	2.0762	16.995	56.7469	284.622
2	72	1.18671	1.29055	2.0885	16.8829	55.6674	283.064
3	72	1.2104	1.28565	2.09668	16.8125	54.9607	282.033
4	72	1.24586	1.27834	2.10947	16.6923	53.8736	280.427
5	72	1.27024	1.27334	2.11804	16.6153	53.1569	279.356
6	72	1.29484	1.26832	2.12676	16.5357	52.4375	278.271
7	72	1.31793	1.26363	2.1342	16.4805	51.8306	277.347
8	72	1.33989	1.25919	2.14091	16.4379	51.2897	276.517
9	72	1.36197	1.25475	2.14781	16.391	50.7393	275.666
10	72	1.38434	1.25026	2.15498	16.3388	50.1736	274.784
11	72	1.40647	1.24585	2.16201	16.2887	49.6244	273.921
