i	j	x	r	mach	theta	press	temp
0	0	0	1	1.17779	0	212.216	414.892
1	0	0.000115146	0.999815	1.17793	0.0142295	212.179	414.872
2	0	0.000460843	0.99926	1.17833	0.0567608	212.069	414.81
3	0	0.00103843	0.998335	1.17901	0.127212	211.884	414.707
4	0	0.00185042	0.997042	1.17996	0.224996	211.625	414.562
5	0	0.00290049	0.99538	1.18118	0.349323	211.289	414.374
6	0	0.00419348	0.99335	1.1827	0.499205	210.875	414.142
7	0	0.00573538	0.990955	1.18451	0.67346	210.382	413.865
8	0	0.00753329	0.988195	1.18662	0.870718	209.808	413.541
9	0	0.00959544	0.985073	1.18904	1.08943	209.149	413.17
10	0	0.0119311	0.981589	1.19179	1.32788	208.404	412.749
11	0	0.0145506	0.977747	1.19487	1.58418	207.572	412.278
12	0	0.0174652	0.973549	1.19829	1.85631	206.649	411.753
13	0	0.0206871	0.968997	1.20206	2.14213	205.636	411.175
14	0	0.0242295	0.964094	1.20618	2.43935	204.53	410.543
15	0	0.0281061	0.958842	1.21067	2.74562	203.333	409.854
16	0	0.0323314	0.953247	1.21552	3.05853	202.043	409.11
17	0	0.0369204	0.94731	1.22073	3.37561	200.663	408.31
18	0	0.0418884	0.941036	1.2263	3.69437	199.195	407.454
19	0	0.047251	0.934428	1.23222	4.01235	197.641	406.543
20	0	0.053024	0.927491	1.23849	4.32714	196.006	405.579
21	0	0.0592226	0.920228	1.24509	4.6364	194.295	404.564
22	0	0.065862	0.912645	1.25201	4.93788	192.513	403.501
23	0	0.0729568	0.904746	1.25921	5.22951	190.668	402.392
24	0	0.0805207	0.896536	1.26669	5.50934	188.766	401.241
25	0	0.0885663	0.888021	1.27441	5.77563	186.817	400.053
26	0	0.0971052	0.879204	1.28234	6.02686	184.829	398.832
27	0	0.106147	0.870093	1.29045	6.26173	182.811	397.583
28	0	0.115701	0.860693	1.29871	6.47917	180.773	396.312
29	0	0.125773	0.85101	1.30709	6.67837	178.723	395.023
30	0	0.136367	0.841049	1.31554	6.85878	176.671	393.721
31	0	0.147487	0.830818	1.32404	7.02008	174.625	392.413
32	0	0.159132	0.820322	1.33255	7.16219	172.594	391.104
33	0	0.171301	0.809568	1.34105	7.28524	170.585	389.797
34	0	0.18399	0.798564	1.34949	7.3896	168.604	388.499
35	0	0.197194	0.787315	1.35787	7.47579	166.657	387.212
36	0	0.210903	0.77583	1.36615	7.5445	164.749	385.939
37	0	0.225109	0.764116	1.37432	7.59653	162.881	384.685
38	0	0.239801	0.75218	1.38237	7.63282	161.058	383.449
39	0	0.254966	0.74003	1.3903	7.65433	159.278	382.234
40	0	0.270589	0.727673	1.39809	7.66209	157.543	381.04
41	0	0.286657	0.715119	1.40576	7.65715	155.851	379.865
42	0	0.303153	0.702374	1.41331	7.64053	154.198	378.71
43	0	0.320063	0.689448	1.42075	7.61322	152.582	377.572
44	0	0.337369	0.676348	1.42811	7.57616	150.998	376.448
45	0	0.355055	0.663084	1.4354	7.53023	149.441	375.334
46	0	0.373106	0.649663	1.44265	7.4762	147.905	374.229
47	0	0.391504	0.636096	1.44989	7.41478	146.385	373.125
48	0	0.410235	0.622391	1.45714	7.34657	144.874	372.021
49	0	0.429283	0.608557	1.46444	7.27207	143.365	370.91
50	0	0.448634	0.594604	1.47183	7.19172	141.852	369.787
51	0	0.468272	0.58054	1.47934	7.10582	140.328	368.647
52	0	0.488185	0.566376	1.48699	7.01465	138.787	367.487
53	0	0.508358	0.552122	1.49483	6.91838	137.224	366.299
54	0	0.518569	0.537786	1.4918	6.6809	137.827	366.758
55	0	0.538832	0.523379	1.49991	6.57725	136.22	365.531
56	0	0.549073	0.508912	1.49759	6.34561	136.677	365.882
57	0	0.559232	0.494394	1.49566	6.11855	137.059	366.173
58	0	0.56931	0.479835	1.49413	5.89595	137.363	366.405
59	0	0.579307	0.465246	1.49301	5.67769	137.587	366.576
60	0	0.589224	0.450638	1.49229	5.46366	137.729	366.684
61	0	0.59906	0.436021	1.49198	5.25374	137.79	366.73
62	0	0.608817	0.421406	1.49209	5.04784	137.77	366.715
63	0	0.618493	0.406804	1.4926	4.84587	137.668	366.638
64	0	0.62809	0.392226	1.4935	4.64774	137.489	366.501
65	0	0.637605	0.377683	1.49479	4.45341	137.232	366.305
66	0	0.647039	0.363186	1.49646	4.26282	136.902	366.053
67	0	0.656391	0.348748	1.49849	4.07592	136.501	365.746
68	0	0.661024	0.334378	1.49669	3.86275	136.855	366.018
69	0	0.670149	0.320089	1.49937	3.68454	136.326	365.612
70	0	0.674667	0.305893	1.49835	3.48394	136.528	365.767
71	0	0.679114	0.291802	1.49768	3.29008	136.66	365.869
72	0	0.683491	0.277828	1.49733	3.10276	136.729	365.921
73	0	0.687796	0.263984	1.49729	2.92178	136.738	365.928
74	0	0.692029	0.250281	1.49752	2.74697	136.692	365.893
75	0	0.696189	0.236733	1.498	2.57813	136.596	365.82
76	0	0.700276	0.223353	1.49871	2.41506	136.455	365.712
77	0	0.704288	0.210154	1.49964	2.25757	136.273	365.572
78	0	0.706255	0.19715	1.49905	2.09877	136.389	365.661
79	0	0.708179	0.184354	1.49866	1.94625	136.465	365.719
80	0	0.710058	0.17178	1.49846	1.79977	136.505	365.75
81	0	0.713725	0.159445	1.49999	1.66405	136.203	365.519
82	0	0.71462	0.147362	1.49933	1.52631	136.334	365.619
83	0	0.716361	0.135548	1.49956	1.39636	136.288	365.583
84	0	0.718052	0.124019	1.49991	1.27159	136.22	365.531
85	0	0.718873	0.112792	1.49965	1.15031	136.27	365.57
86	0	0.719666	0.101886	1.4995	1.03426	136.3	365.593
87	0	0.720431	0.091319	1.49944	0.923324	136.312	365.602
88	0	0.721168	0.0811128	1.49947	0.817406	136.307	365.598
89	0	0.721874	0.0712893	1.49956	0.716457	136.288	365.584
90	0	0.722548	0.0618726	1.49972	0.620479	136.258	365.56
91	0	0.723189	0.0528898	1.49992	0.529525	136.218	365.53
92	0	0.723493	0.044371	1.4999	0.443493	136.22	365.532
93	0	0.723777	0.0363508	1.49993	0.362881	136.215	365.527
94	0	0.72391	0.0288697	1.49989	0.287892	136.224	365.534
95	0	0.724153	0.0219768	1.49998	0.21904	136.205	365.52
96	0	0.724263	0.0157341	1.5	0.15675	136.202	365.518
97	0	0.724311	0.010224	1.49999	0.101826	136.203	365.518
98	0	0.724331	0.00556695	1.49999	0.0554352	136.204	365.519
99	0	0.724347	0.00196858	1.49999	0.019602	136.203	365.519
100	0	0.724356	0	1.5	0	136.202	365.518

0	1	0.000230286	1	1.17789	0.0131944	212.191	414.878
1	1	0.000575735	0.999445	1.17719	0.0296785	212.382	414.985
2	1	0.00115151	0.998518	1.17604	0.0569172	212.697	415.161
3	1	0.00195787	0.997216	1.17445	0.0945802	213.134	415.404
4	1	0.00299525	0.995534	1.17243	0.14222	213.689	415.713
5	1	0.00426431	0.993466	1.17001	0.199277	214.356	416.083
6	1	0.00576594	0.991005	1.1672	0.265089	215.129	416.512
7	1	0.00750127	0.988142	1.16405	0.338896	216.001	416.993
8	1	0.00947171	0.984866	1.16059	0.419858	216.962	417.522
9	1	0.0116789	0.981164	1.15684	0.507057	218.004	418.094
10	1	0.0141249	0.977022	1.15286	0.59952	219.115	418.702
11	1	0.0168119	0.972425	1.14868	0.696226	220.284	419.339
12	1	0.0197424	0.967356	1.14436	0.796122	221.498	419.998
13	1	0.0229193	0.961794	1.13994	0.898141	222.744	420.671
14	1	0.0263457	0.955721	1.13547	1.00121	224.007	421.352
15	1	0.0300251	0.949114	1.131	1.10428	225.272	422.03
16	1	0.0339608	0.941953	1.1266	1.20631	226.524	422.699
17	1	0.0381567	0.934215	1.12232	1.3063	227.745	423.349
18	1	0.0426167	0.925879	1.11822	1.40331	228.92	423.972
19	1	0.0473446	0.916924	1.11435	1.49642	230.03	424.558
20	1	0.0523445	0.907334	1.11078	1.58478	231.059	425.1
21	1	0.0576203	0.897094	1.10756	1.6676	231.989	425.588
22	1	0.063176	0.886196	1.10474	1.74413	232.802	426.014
23	1	0.0690152	0.874636	1.10239	1.81368	233.484	426.37
24	1	0.0751417	0.862418	1.10055	1.87561	234.018	426.648
25	1	0.0815592	0.849553	1.09926	1.92936	234.391	426.842
26	1	0.0882712	0.836061	1.09857	1.97445	234.593	426.948
27	1	0.095281	0.821967	1.09848	2.01047	234.617	426.96
28	1	0.102592	0.807304	1.09903	2.03714	234.46	426.878
29	1	0.110208	0.79211	1.10019	2.05431	234.121	426.702
30	1	0.118131	0.776425	1.10196	2.06198	233.607	426.434
31	1	0.126365	0.760289	1.10432	2.06028	232.926	426.078
32	1	0.134912	0.743742	1.10721	2.0495	232.09	425.641
33	1	0.143773	0.726822	1.11059	2.03001	231.113	425.128
34	1	0.152951	0.709565	1.11442	2.00231	230.011	424.548
35	1	0.162445	0.692002	1.11863	1.96694	228.801	423.909
36	1	0.172253	0.674163	1.12319	1.92447	227.498	423.218
37	1	0.182374	0.656072	1.12803	1.87548	226.118	422.482
38	1	0.192803	0.637755	1.13311	1.8205	224.673	421.709
39	1	0.203536	0.619232	1.1384	1.76001	223.176	420.905
40	1	0.214565	0.600525	1.14386	1.69443	221.638	420.074
41	1	0.225885	0.581651	1.14945	1.62407	220.067	419.221
42	1	0.237485	0.562631	1.15517	1.54912	218.47	418.349
43	1	0.249357	0.543482	1.16099	1.46967	216.851	417.462
44	1	0.261488	0.524221	1.1669	1.38565	215.215	416.559
45	1	0.273868	0.504867	1.17289	1.29686	213.562	415.642
46	1	0.286483	0.485437	1.17897	1.20295	211.893	414.712
47	1	0.29932	0.46595	1.18515	1.10339	210.208	413.767
48	1	0.312364	0.446424	1.19142	0.99749	208.505	412.806
49	1	0.3256	0.426879	1.1978	0.884362	206.78	411.828
50	1	0.339011	0.407333	1.20431	0.762906	205.03	410.829
51	1	0.35258	0.387807	1.21097	0.63178	203.251	409.807
52	1	0.366289	0.36832	1.2178	0.489346	201.436	408.758
53	1	0.375879	0.354818	1.22189	0.402648	200.355	408.13
54	1	0.389674	0.335571	1.229	0.239676	198.487	407.039
55	1	0.399351	0.322189	1.23331	0.136708	197.358	406.376
56	1	0.40902	0.308902	1.23772	0.0263128	196.207	405.698
57	1	0.418843	0.295502	1.24169	0	195.176	405.088
58	1	0.428607	0.282319	1.24713	0	193.769	404.251
59	1	0.438302	0.269408	1.25398	0	192.006	403.197
60	1	0.447987	0.256713	1.26167	0	190.042	402.014
61	1	0.45769	0.244208	1.26988	0	187.958	400.75
62	1	0.467426	0.231878	1.27847	0	185.797	399.428
63	1	0.4772	0.219716	1.28734	0	183.583	398.062
64	1	0.487012	0.207718	1.29645	0	181.329	396.66
65	1	0.496863	0.195884	1.30577	0	179.044	395.225
66	1	0.506749	0.184212	1.31528	0	176.733	393.761
67	1	0.514644	0.17504	1.32366	0	174.718	392.473
68	1	0.524603	0.163647	1.3328	0	172.536	391.066
69	1	0.532573	0.154665	1.34108	0	170.577	389.792
70	1	0.540583	0.14576	1.34895	0	168.73	388.582
71	1	0.548609	0.136951	1.35663	0	166.943	387.402
72	1	0.556613	0.128276	1.36472	0	165.076	386.159
73	1	0.564627	0.119698	1.37246	0	163.304	384.97
74	1	0.572632	0.111233	1.38004	0	161.586	383.808
75	1	0.580613	0.102888	1.38751	0	159.902	382.661
76	1	0.588559	0.0946718	1.39493	0	158.246	381.524
77	1	0.595566	0.087503	1.40165	0	156.757	380.495
78	1	0.602537	0.0804376	1.40799	0	155.361	379.524
79	1	0.609454	0.0734895	1.4141	0	154.025	378.589
80	1	0.617147	0.0658307	1.42068	0	152.597	377.582
81	1	0.623494	0.0595667	1.42653	0	151.336	376.688
82	1	0.630168	0.0530313	1.43227	0	150.107	375.811
83	1	0.636736	0.0466511	1.4379	0	148.909	374.952
84	1	0.642797	0.0408055	1.44314	0	147.803	374.154
85	1	0.648734	0.0351178	1.44811	0	146.757	373.396
86	1	0.654531	0.0296002	1.45289	0	145.757	372.667
87	1	0.660172	0.024265	1.45752	0	144.795	371.963
88	1	0.665638	0.0191246	1.46199	0	143.87	371.282
89	1	0.670913	0.0141924	1.46632	0	142.98	370.625
90	1	0.675977	0.00948315	1.47049	0	142.126	369.991
91	1	0.680662	0.00514822	1.47438	0	141.333	369.4
92	1	0.685099	0.00106219	1.47804	0	140.591	368.845
93	1	0.686255	0	1.47804	0	140.591	368.845

0	2	0.000920735	1	1.17816	0.0527543	212.115	414.836
1	2	0.00149684	0.999076	1.17702	0.0799959	212.429	415.011
2	2	0.00230366	0.997779	1.17543	0.117663	212.865	415.254
3	2	0.00334166	0.996102	1.17342	0.165308	213.418	415.562
4	2	0.00461152	0.994042	1.171	0.222371	214.083	415.932
5	2	0.00611415	0.991589	1.16821	0.28819	214.853	416.359
6	2	0.00785071	0.988736	1.16506	0.362006	215.721	416.839
7	2	0.00982264	0.985471	1.16161	0.442976	216.679	417.367
8	2	0.0120316	0.981782	1.15787	0.530185	217.717	417.937
9	2	0.0144797	0.977655	1.1539	0.622659	218.823	418.543
10	2	0.0171693	0.973075	1.14974	0.719375	219.987	419.178
11	2	0.0201028	0.968024	1.14543	0.819281	221.196	419.834
12	2	0.0232833	0.962484	1.14102	0.921311	222.436	420.506
13	2	0.0267139	0.956434	1.13657	1.02439	223.693	421.183
14	2	0.0303981	0.949853	1.13213	1.12747	224.952	421.859
15	2	0.0343396	0.942721	1.12775	1.22951	226.197	422.525
16	2	0.0385423	0.935015	1.12349	1.3295	227.411	423.172
17	2	0.04301	0.926713	1.11941	1.42651	228.579	423.791
18	2	0.047747	0.917797	1.11557	1.51962	229.682	424.374
19	2	0.0527573	0.908249	1.11201	1.60798	230.703	424.913
20	2	0.058045	0.898055	1.10882	1.69079	231.625	425.397
21	2	0.0636143	0.887206	1.10602	1.76731	232.432	425.82
22	2	0.0694691	0.875698	1.10369	1.83684	233.106	426.173
23	2	0.0756132	0.863536	1.10187	1.89875	233.634	426.448
24	2	0.0820504	0.850729	1.1006	1.95248	234.002	426.64
25	2	0.0887842	0.837296	1.09992	1.99754	234.199	426.743
26	2	0.0958182	0.823264	1.09985	2.03354	234.22	426.753
27	2	0.103156	0.808663	1.1004	2.06019	234.06	426.67
28	2	0.1108	0.79353	1.10158	2.07735	233.72	426.493
29	2	0.118754	0.777905	1.10335	2.08502	233.205	426.224
30	2	0.127021	0.761827	1.1057	2.08334	232.524	425.868
31	2	0.135603	0.745336	1.10859	2.07258	231.69	425.431
32	2	0.144501	0.728471	1.11197	2.05314	230.715	424.919
33	2	0.153716	0.711264	1.11579	2.0255	229.616	424.34
34	2	0.163249	0.69375	1.12	1.99022	228.409	423.701
35	2	0.173097	0.675956	1.12455	1.94786	227.109	423.011
36	2	0.183259	0.657908	1.12939	1.899	225.732	422.276
37	2	0.19373	0.639632	1.13446	1.84418	224.291	421.504
38	2	0.204505	0.621148	1.13974	1.78387	222.797	420.701
39	2	0.215577	0.602477	1.14519	1.7185	221.263	419.87
40	2	0.22694	0.583638	1.15079	1.64838	219.695	419.018
41	2	0.238583	0.564651	1.1565	1.5737	218.1	418.147
42	2	0.250499	0.545533	1.16231	1.49455	216.484	417.259
43	2	0.262674	0.526302	1.16822	1.41088	214.85	416.357
44	2	0.275098	0.506977	1.17421	1.32248	213.199	415.441
45	2	0.287758	0.487574	1.18029	1.229	211.533	414.51
46	2	0.30064	0.468113	1.18646	1.12994	209.85	413.565
47	2	0.313729	0.448612	1.19274	1.0246	208.148	412.604
48	2	0.327011	0.42909	1.19912	0.912113	206.425	411.625
49	2	0.340469	0.409566	1.20563	0.791393	204.677	410.626
50	2	0.354085	0.39006	1.2123	0.661117	202.899	409.604
51	2	0.367842	0.370593	1.21913	0.519675	201.086	408.555
52	2	0.377463	0.357106	1.22322	0.433696	200.004	407.926
53	2	0.391307	0.337875	1.23033	0.272008	198.138	406.835
54	2	0.401017	0.324506	1.23464	0.17	197.009	406.171
55	2	0.410719	0.311232	1.23906	0.0606846	195.858	405.492
56	2	0.420561	0.297835	1.24157	0	195.206	405.106
57	2	0.430316	0.28462	1.24435	0	194.486	404.678
58	2	0.439981	0.271639	1.24918	0	193.24	403.936
59	2	0.449621	0.258852	1.25544	0	191.631	402.972
60	2	0.459269	0.24624	1.26269	0	189.782	401.857
61	2	0.468942	0.233796	1.27061	0	187.775	400.638
62	2	0.478649	0.221518	1.279	0	185.664	399.346
63	2	0.488392	0.209405	1.28776	0	183.48	397.998
64	2	0.498172	0.197457	1.2968	0	181.245	396.607
65	2	0.507986	0.185673	1.30607	0	178.972	395.179
66	2	0.515827	0.176415	1.31489	0	176.829	393.822
67	2	0.525718	0.164923	1.32387	0	174.667	392.44
68	2	0.533636	0.155864	1.3325	0	172.608	391.113
69	2	0.541596	0.146887	1.34074	0	170.657	389.844
70	2	0.549575	0.138012	1.3487	0	168.789	388.62
71	2	0.557534	0.129275	1.35673	0	166.921	387.387
72	2	0.565504	0.120637	1.36461	0	165.102	386.176
73	2	0.573466	0.112115	1.37234	0	163.334	384.99
74	2	0.581405	0.103716	1.37994	0	161.608	383.823
75	2	0.589311	0.0954493	1.38744	0	159.918	382.672
76	2	0.596284	0.0882379	1.39455	0	158.329	381.582
77	2	0.603223	0.0811335	1.40128	0	156.838	380.551
78	2	0.610111	0.0741496	1.4077	0	155.425	379.569
79	2	0.617772	0.0664529	1.4142	0	154.004	378.574
80	2	0.624093	0.0601586	1.42037	0	152.664	377.63
81	2	0.630743	0.0535935	1.42633	0	151.38	376.72
82	2	0.637286	0.0471857	1.43212	0	150.139	375.835
83	2	0.643326	0.0413159	1.43763	0	148.966	374.994
84	2	0.649244	0.035606	1.44287	0	147.858	374.194
85	2	0.655023	0.0300683	1.44789	0	146.804	373.43
86	2	0.660647	0.0247145	1.4527	0	145.796	372.696
87	2	0.666098	0.019557	1.45735	0	144.83	371.989
88	2	0.671358	0.0146091	1.46184	0	143.902	371.306
89	2	0.676409	0.00988547	1.46616	0	143.012	370.648
90	2	0.681083	0.00553796	1.47027	0	142.17	370.024
91	2	0.68551	0.00144076	1.47416	0	141.379	369.434
92	2	0.686664	0.000376396	1.4761	0	140.984	369.139
93	2	0.687073	0	1.4761	0	140.984	369.139

0	3	0.00207073	1	1.17865	0.118644	211.981	414.761
1	3	0.00287833	0.998711	1.17707	0.156318	212.415	415.003
2	3	0.00391738	0.997045	1.17507	0.203971	212.964	415.31
3	3	0.00518859	0.994995	1.17266	0.261045	213.626	415.678
4	3	0.00669289	0.992557	1.16988	0.326875	214.392	416.103
5	3	0.00843151	0.98972	1.16675	0.400704	215.255	416.581
6	3	0.0104059	0.986473	1.16331	0.481689	216.207	417.107
7	3	0.0126179	0.982806	1.1596	0.568914	217.238	417.674
8	3	0.0150696	0.978704	1.15565	0.661404	218.337	418.277
9	3	0.0177634	0.974151	1.15151	0.758137	219.493	418.908
10	3	0.020702	0.969131	1.14722	0.858061	220.693	419.561
11	3	0.0238884	0.963625	1.14284	0.960107	221.924	420.229
12	3	0.027326	0.957614	1.13842	1.0632	223.171	420.902
13	3	0.0310185	0.951076	1.13401	1.16629	224.419	421.573
14	3	0.0349695	0.943991	1.12966	1.26834	225.653	422.234
15	3	0.0391833	0.936337	1.12544	1.36835	226.856	422.876
16	3	0.043664	0.928093	1.1214	1.46536	228.011	423.49
17	3	0.0484159	0.91924	1.11759	1.55847	229.101	424.068
18	3	0.0534434	0.90976	1.11407	1.64683	230.11	424.601
19	3	0.0587509	0.899641	1.11091	1.72962	231.021	425.08
20	3	0.0643428	0.888872	1.10816	1.80612	231.815	425.497
21	3	0.0702232	0.877449	1.10586	1.87562	232.479	425.844
22	3	0.0763962	0.865377	1.10407	1.93751	232.996	426.115
23	3	0.0828658	0.852665	1.10283	1.9912	233.355	426.303
24	3	0.0896358	0.83933	1.10218	2.03623	233.545	426.402
25	3	0.0967097	0.825397	1.10213	2.07219	233.56	426.409
26	3	0.104091	0.810896	1.10269	2.09881	233.396	426.324
27	3	0.111783	0.795863	1.10388	2.11596	233.053	426.145
28	3	0.119788	0.780336	1.10566	2.12363	232.538	425.876
29	3	0.128108	0.764354	1.10801	2.12197	231.858	425.519
30	3	0.136747	0.747956	1.11089	2.11126	231.026	425.082
31	3	0.145705	0.731178	1.11427	2.0919	230.054	424.571
32	3	0.154983	0.714055	1.11808	2.06437	228.96	423.993
33	3	0.16458	0.69662	1.12228	2.02923	227.757	423.355
34	3	0.174494	0.678901	1.12682	1.98706	226.463	422.666
35	3	0.184723	0.660925	1.13164	1.93841	225.091	421.933
36	3	0.195262	0.642716	1.13671	1.88385	223.655	421.162
37	3	0.206107	0.624296	1.14198	1.82385	222.167	420.36
38	3	0.21725	0.605686	1.14742	1.75882	220.637	419.531
39	3	0.228683	0.586905	1.15301	1.68909	219.074	418.68
40	3	0.240399	0.567973	1.15871	1.61486	217.484	417.809
41	3	0.252386	0.548907	1.16452	1.53621	215.872	416.922
42	3	0.264634	0.529727	1.17042	1.4531	214.242	416.02
43	3	0.277132	0.510449	1.17641	1.36534	212.595	415.104
44	3	0.289865	0.491093	1.18249	1.27257	210.932	414.174
45	3	0.302822	0.471675	1.18866	1.17432	209.252	413.228
46	3	0.315986	0.452216	1.19494	1.06989	207.553	412.267
47	3	0.329344	0.432733	1.20132	0.958444	205.833	411.288
48	3	0.342879	0.413246	1.20784	0.83892	204.087	410.288
49	3	0.356573	0.393775	1.2145	0.710024	202.312	409.265
50	3	0.370409	0.374339	1.22134	0.570189	200.501	408.215
51	3	0.380082	0.360878	1.22544	0.485373	199.42	407.585
52	3	0.394008	0.341674	1.23255	0.325759	197.555	406.493
53	3	0.403772	0.328329	1.23688	0.225297	196.426	405.827
54	3	0.413529	0.315075	1.24131	0.11772	195.275	405.147
55	3	0.423417	0.301711	1.24378	0.0571087	194.633	404.766
56	3	0.433204	0.288518	1.2452	0.0219295	194.266	404.547
57	3	0.44288	0.275518	1.24762	0	193.641	404.175
58	3	0.452507	0.26267	1.25154	0	192.633	403.572
59	3	0.462125	0.249968	1.25713	0	191.2	402.713
60	3	0.471758	0.237414	1.26389	0	189.477	401.672
61	3	0.481417	0.225016	1.27147	0	187.557	400.505
62	3	0.491107	0.212779	1.27964	0	185.504	399.248
63	3	0.500831	0.200704	1.28825	0	183.358	397.923
64	3	0.510587	0.188794	1.29719	0	181.148	396.546
65	3	0.518385	0.179435	1.30607	0	178.973	395.18
66	3	0.528217	0.167826	1.31499	0	176.804	393.806
67	3	0.536093	0.158675	1.32377	0	174.691	392.455
68	3	0.544012	0.149612	1.33228	0	172.66	391.146
69	3	0.551952	0.140656	1.34051	0	170.712	389.88
70	3	0.559873	0.131843	1.34863	0	168.805	388.631
71	3	0.567807	0.123133	1.35664	0	166.942	387.401
72	3	0.575732	0.114542	1.3645	0	165.127	386.193
73	3	0.583638	0.106078	1.37223	0	163.358	385.006
74	3	0.59151	0.097749	1.37985	0	161.628	383.837
75	3	0.598456	0.0904847	1.38721	0	159.97	382.707
76	3	0.605369	0.0833312	1.39425	0	158.396	381.628
77	3	0.612233	0.0763019	1.40098	0	156.903	380.597
78	3	0.619867	0.0685582	1.4076	0	155.447	379.584
79	3	0.626169	0.0622257	1.41399	0	154.049	378.606
80	3	0.632798	0.0556231	1.42016	0	152.709	377.662
81	3	0.639322	0.0491802	1.42615	0	151.419	376.747
82	3	0.645346	0.0432793	1.43189	0	150.188	375.87
83	3	0.651249	0.0375408	1.43739	0	149.018	375.031
84	3	0.657014	0.0319766	1.44264	0	147.907	374.23
85	3	0.662625	0.0265984	1.44768	0	146.848	373.462
86	3	0.668065	0.0214184	1.45252	0	145.836	372.725
87	3	0.673315	0.0164497	1.45718	0	144.866	372.015
88	3	0.678357	0.011707	1.46167	0	143.936	371.331
89	3	0.683022	0.0073424	1.46597	0	143.05	370.677
90	3	0.687442	0.00322976	1.47007	0	142.212	370.055
91	3	0.688597	0.00216023	1.47308	0	141.597	369.597
92	3	0.689006	0.00178245	1.47459	0	141.29	369.368
93	3	0.690938	0	1.47459	0	141.29	369.368

0	4	0.00367965	1.00001	1.17938	0.210829	211.782	414.65
1	4	0.0047202	0.998353	1.17739	0.258494	212.328	414.955
2	4	0.00599331	0.996319	1.17499	0.315581	212.984	415.321
3	4	0.0075	0.9939	1.17223	0.381428	213.744	415.743
4	4	0.00924153	0.991085	1.16912	0.455275	214.6	416.219
5	4	0.0112195	0.987865	1.16571	0.53628	215.544	416.741
6	4	0.0134357	0.984227	1.16202	0.623526	216.566	417.304
7	4	0.0158925	0.980158	1.1581	0.716038	217.655	417.903
8	4	0.0185922	0.975644	1.15399	0.812794	218.8	418.53
9	4	0.0215379	0.970666	1.14974	0.912742	219.988	419.178
10	4	0.0247327	0.965207	1.1454	1.01481	221.206	419.84
11	4	0.0281801	0.959249	1.14101	1.11793	222.439	420.507
12	4	0.031884	0.95277	1.13665	1.22104	223.673	421.172
13	4	0.0358484	0.945749	1.13234	1.3231	224.891	421.826
14	4	0.0400776	0.938167	1.12817	1.42312	226.078	422.461
15	4	0.0445763	0.930001	1.12417	1.52014	227.217	423.068
16	4	0.049349	0.921234	1.12042	1.61325	228.291	423.639
17	4	0.0544004	0.911848	1.11695	1.7016	229.283	424.164
18	4	0.0597353	0.901829	1.11384	1.78438	230.177	424.635
19	4	0.0653584	0.891169	1.11114	1.86085	230.956	425.045
20	4	0.0712742	0.879862	1.10889	1.93032	231.604	425.386
21	4	0.0774871	0.867913	1.10714	1.99216	232.108	425.65
22	4	0.0840014	0.855328	1.10594	2.04581	232.455	425.832
23	4	0.0908211	0.842125	1.10532	2.09079	232.635	425.926
24	4	0.0979497	0.828327	1.1053	2.12671	232.641	425.93
25	4	0.105391	0.813963	1.10589	2.15331	232.471	425.841
26	4	0.113147	0.799065	1.10708	2.17044	232.126	425.66
27	4	0.121222	0.783671	1.10887	2.17812	231.609	425.389
28	4	0.129617	0.767819	1.11122	2.17649	230.931	425.032
29	4	0.138335	0.751546	1.11411	2.16585	230.101	424.595
30	4	0.147375	0.734889	1.11747	2.1466	229.134	424.085
31	4	0.156738	0.717881	1.12128	2.11924	228.044	423.508
32	4	0.166423	0.700556	1.12547	2.0843	226.848	422.872
33	4	0.176428	0.682941	1.12999	2.04237	225.56	422.185
34	4	0.186749	0.665063	1.1348	1.99404	224.196	421.453
35	4	0.197383	0.646947	1.13985	1.93983	222.767	420.684
36	4	0.208324	0.628616	1.14511	1.88025	221.286	419.883
37	4	0.219564	0.610091	1.15054	1.8157	219.763	419.056
38	4	0.231096	0.591391	1.15611	1.74651	218.207	418.205
39	4	0.24291	0.572536	1.16181	1.67289	216.623	417.336
40	4	0.254997	0.553544	1.16761	1.59492	215.017	416.45
41	4	0.267346	0.534434	1.17351	1.51258	213.392	415.548
42	4	0.279945	0.515224	1.1795	1.42568	211.75	414.632
43	4	0.292781	0.495932	1.18557	1.33388	210.092	413.701
44	4	0.305841	0.476576	1.19175	1.23672	208.416	412.756
45	4	0.31911	0.457175	1.19802	1.13353	206.721	411.794
46	4	0.332573	0.437748	1.20441	1.0235	205.004	410.814
47	4	0.346214	0.418314	1.21094	0.905585	203.261	409.813
48	4	0.360016	0.398892	1.21761	0.778549	201.489	408.789
49	4	0.373962	0.379503	1.22445	0.640872	199.682	407.738
50	4	0.383708	0.366078	1.22857	0.557613	198.599	407.105
51	4	0.397747	0.346914	1.23568	0.400773	196.739	406.012
52	4	0.407586	0.3336	1.24002	0.302372	195.609	405.344
53	4	0.41742	0.320377	1.24446	0.197106	194.458	404.661
54	4	0.427373	0.30706	1.24698	0.138623	193.808	404.274
55	4	0.43722	0.293923	1.24845	0.105503	193.428	404.048
56	4	0.446952	0.280967	1.25014	0.0651499	192.994	403.788
57	4	0.456617	0.26813	1.25212	0.0150214	192.484	403.484
58	4	0.466248	0.255392	1.25492	0	191.766	403.053
