i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
57	105	9.57643	0.778644	3.5	0	6.55546	153.623	0.00357992	3.23983
58	105	9.66348	0.752689	3.5	0	6.55546	153.623	0.00357992	3.02744
59	105	9.75054	0.726734	3.5	0	6.55546	153.623	0.00357992	2.82225
60	105	9.83759	0.700779	3.5	0	6.55546	153.623	0.00357992	2.62426
61	105	9.92465	0.674824	3.5	0	6.55546	153.623	0.00357992	2.43347
62	105	10.0117	0.64887	3.5	0	6.55546	153.623	0.00357992	2.24988
63	105	10.0988	0.622915	3.5	0	6.55546	153.623	0.00357992	2.07349
64	105	10.1858	0.59696	3.5	0	6.55546	153.623	0.00357992	1.9043
65	105	10.2729	0.571005	3.5	0	6.55546	153.623	0.00357992	1.74231
66	105	10.3599	0.54505	3.5	0	6.55546	153.623	0.00357992	1.58751
67	105	10.447	0.519096	3.5	0	6.55546	153.623	0.00357992	1.43992
68	105	10.534	0.493141	3.5	0	6.55546	153.623	0.00357992	1.29953
69	105	10.6211	0.467186	3.5	0	6.55546	153.623	0.00357992	1.16634
70	105	10.7081	0.441231	3.5	0	6.55546	153.623	0.00357992	1.04034
71	105	10.7952	0.415277	3.5	0	6.55546	153.623	0.00357992	0.92155
72	105	10.8823	0.389322	3.5	0	6.55546	153.623	0.00357992	0.809956
73	105	10.9693	0.363367	3.5	0	6.55546	153.623	0.00357992	0.705562
74	105	11.0564	0.337412	3.5	0	6.55546	153.623	0.00357992	0.608367
75	105	11.1434	0.311457	3.5	0	6.55546	153.623	0.00357992	0.518372
76	105	11.2305	0.285503	3.5	0	6.55546	153.623	0.00357992	0.435577
77	105	11.3175	0.259548	3.5	0	6.55546	153.623	0.00357992	0.359981
78	105	11.4046	0.233593	3.5	0	6.55546	153.623	0.00357992	0.291584
79	105	11.4916	0.207638	3.5	0	6.55546	153.623	0.00357992	0.230388
80	105	11.5787	0.181683	3.5	0	6.55546	153.623	0.00357992	0.176391
81	105	11.6657	0.155729	3.5	0	6.55546	153.623	0.00357992	0.129593
82	105	11.7528	0.129774	3.5	0	6.55546	153.623	0.00357992	0.0899952
83	105	11.8399	0.103819	3.5	0	6.55546	153.623	0.00357992	0.0575969
84	105	11.9269	0.0778644	3.5	0	6.55546	153.623	0.00357992	0.0323983
85	105	12.014	0.0519096	3.5	0	6.55546	153.623	0.00357992	0.0143992
86	105	12.101	0.0259548	3.5	0	6.55546	153.623	0.00357992	0.00359981
87	105	12.1881	0	3.5	0	6.55546	153.623	0.00357992	0

0	106	4.69124	2.13726	2.87735	8.93307	16.3784	199.561	0.00688531	35.998
1	106	4.72921	2.1296	2.88668	8.80027	16.1483	198.756	0.00681605	35.449
2	106	4.81933	2.11118	2.90892	8.48274	15.6135	196.853	0.00665405	34.1774
3	106	4.89251	2.09605	2.9267	8.23003	15.1995	195.347	0.00652755	33.179
4	106	4.99615	2.07432	2.95183	7.87234	14.6341	193.243	0.00635317	31.8147
5	106	5.07048	2.05853	2.96961	7.61999	14.2476	191.771	0.00623286	30.8712
6	106	5.18961	2.03285	2.99792	7.21806	13.6543	189.454	0.00604635	29.4168
7	106	5.2651	2.01635	3.01563	6.9672	13.2967	188.023	0.00593281	28.5308
8	106	5.40192	1.98597	3.04739	6.51731	12.68	185.489	0.00573493	26.9918
9	106	5.47869	1.96866	3.06495	6.26884	12.3521	184.106	0.00562859	26.1646
10	106	5.55584	1.95107	3.08244	6.02133	12.0344	182.74	0.0055248	25.3585
11	106	5.63535	1.93275	3.10027	5.76941	11.7197	181.362	0.00542123	24.5533
12	106	5.71388	1.91445	3.1177	5.52294	11.4204	180.026	0.00532196	23.7825
13	106	5.79195	1.89606	3.13481	5.28134	11.1347	178.728	0.00522652	23.0396
14	106	5.89345	1.87186	3.15677	4.97093	10.7789	177.077	0.00510669	22.1073
15	106	5.97315	1.85263	3.17376	4.73091	10.5122	175.814	0.0050161	21.4008
16	106	6.05309	1.83314	3.19057	4.49321	10.2551	174.575	0.00492816	20.714
17	106	6.17883	1.80207	3.21653	4.12607	9.8713	172.683	0.00479571	19.6759
18	106	6.26032	1.78167	3.23303	3.89243	9.63537	171.493	0.00471356	19.0299
19	106	6.34187	1.76104	3.24928	3.66229	9.40908	170.333	0.00463422	18.4032
20	106	6.49552	1.72162	3.27912	3.23858	9.00801	168.226	0.00449225	17.2745
21	106	6.57863	1.69999	3.29482	3.01514	8.8044	167.131	0.00441948	16.6911
22	106	6.66212	1.67806	3.31029	2.79465	8.60875	166.061	0.00434911	16.1233
23	106	6.74557	1.65592	3.32539	2.57881	8.42213	165.024	0.00428155	15.5733
24	106	6.8469	1.62877	3.34328	2.32247	8.2068	163.808	0.00420308	14.9283
25	106	6.93174	1.6058	3.35783	2.11323	8.03599	162.826	0.0041404	14.4068
26	106	7.01669	1.5826	3.372	1.90882	7.87338	161.878	0.00408038	13.9008
27	106	7.10172	1.55917	3.38576	1.70954	7.71885	160.964	0.00402302	13.4099
28	106	7.23551	1.5219	3.40649	1.4075	7.4921	159.598	0.00393825	12.6679
29	106	7.32123	1.49776	3.41915	1.22199	7.35727	158.772	0.00388749	12.211
30	106	7.40683	1.47347	3.43126	1.04342	7.23066	157.987	0.00383959	11.7687
31	106	7.49202	1.44911	3.44275	0.873035	7.11277	157.247	0.00379477	11.3417
32	106	7.65847	1.40102	3.46339	0.56376	6.9061	155.927	0.00371568	10.5432
33	106	7.74197	1.37666	3.4727	0.422638	6.81502	155.337	0.00368061	10.1597
34	106	7.82455	1.35242	3.48117	0.293197	6.73334	154.803	0.00364905	9.7908
35	106	7.90454	1.32882	3.48844	0.180998	6.66402	154.346	0.00362217	9.44299
36	106	7.98207	1.30584	3.49452	0.0862555	6.60666	153.965	0.00359987	9.11433
37	106	8.0815	1.27625	3.49999	0.000190676	6.55557	153.624	0.00357997	8.70398
38	106	8.09649	1.27178	3.5	0	6.55546	153.623	0.00357992	8.64314
39	106	8.18355	1.24583	3.5	0	6.55546	153.623	0.00357992	8.29395
40	106	8.2706	1.21987	3.5	0	6.55546	153.623	0.00357992	7.95197
41	106	8.35766	1.19392	3.5	0	6.55546	153.623	0.00357992	7.61719
42	106	8.44471	1.16797	3.5	0	6.55546	153.623	0.00357992	7.28961
43	106	8.53177	1.14201	3.5	0	6.55546	153.623	0.00357992	6.96923
44	106	8.61882	1.11606	3.5	0	6.55546	153.623	0.00357992	6.65604
45	106	8.70588	1.0901	3.5	0	6.55546	153.623	0.00357992	6.35006
46	106	8.79293	1.06415	3.5	0	6.55546	153.623	0.00357992	6.05127
47	106	8.87999	1.03819	3.5	0	6.55546	153.623	0.00357992	5.75969
48	106	8.96704	1.01224	3.5	0	6.55546	153.623	0.00357992	5.47531
49	106	9.0541	0.986282	3.5	0	6.55546	153.623	0.00357992	5.19812
50	106	9.14115	0.960327	3.5	0	6.55546	153.623	0.00357992	4.92813
51	106	9.22821	0.934372	3.5	0	6.55546	153.623	0.00357992	4.66535
52	106	9.31526	0.908417	3.5	0	6.55546	153.623	0.00357992	4.40976
53	106	9.40232	0.882463	3.5	0	6.55546	153.623	0.00357992	4.16138
54	106	9.48937	0.856508	3.5	0	6.55546	153.623	0.00357992	3.92019
55	106	9.57643	0.830553	3.5	0	6.55546	153.623	0.00357992	3.6862
56	106	9.66348	0.804598	3.5	0	6.55546	153.623	0.00357992	3.45941
57	106	9.75054	0.778644	3.5	0	6.55546	153.623	0.00357992	3.23983
58	106	9.83759	0.752689	3.5	0	6.55546	153.623	0.00357992	3.02744
59	106	9.92465	0.726734	3.5	0	6.55546	153.623	0.00357992	2.82225
60	106	10.0117	0.700779	3.5	0	6.55546	153.623	0.00357992	2.62426
61	106	10.0988	0.674824	3.5	0	6.55546	153.623	0.00357992	2.43347
62	106	10.1858	0.64887	3.5	0	6.55546	153.623	0.00357992	2.24988
63	106	10.2729	0.622915	3.5	0	6.55546	153.623	0.00357992	2.07349
64	106	10.3599	0.59696	3.5	0	6.55546	153.623	0.00357992	1.9043
65	106	10.447	0.571005	3.5	0	6.55546	153.623	0.00357992	1.74231
66	106	10.534	0.54505	3.5	0	6.55546	153.623	0.00357992	1.58751
67	106	10.6211	0.519096	3.5	0	6.55546	153.623	0.00357992	1.43992
68	106	10.7081	0.493141	3.5	0	6.55546	153.623	0.00357992	1.29953
69	106	10.7952	0.467186	3.5	0	6.55546	153.623	0.00357992	1.16634
70	106	10.8823	0.441231	3.5	0	6.55546	153.623	0.00357992	1.04034
71	106	10.9693	0.415277	3.5	0	6.55546	153.623	0.00357992	0.92155
72	106	11.0564	0.389322	3.5	0	6.55546	153.623	0.00357992	0.809956
73	106	11.1434	0.363367	3.5	0	6.55546	153.623	0.00357992	0.705562
74	106	11.2305	0.337412	3.5	0	6.55546	153.623	0.00357992	0.608367
75	106	11.3175	0.311457	3.5	0	6.55546	153.623	0.00357992	0.518372
76	106	11.4046	0.285503	3.5	0	6.55546	153.623	0.00357992	0.435577
77	106	11.4916	0.259548	3.5	0	6.55546	153.623	0.00357992	0.359981
78	106	11.5787	0.233593	3.5	0	6.55546	153.623	0.00357992	0.291584
79	106	11.6657	0.207638	3.5	0	6.55546	153.623	0.00357992	0.230388
80	106	11.7528	0.181683	3.5	0	6.55546	153.623	0.00357992	0.176391
81	106	11.8399	0.155729	3.5	0	6.55546	153.623	0.00357992	0.129593
82	106	11.9269	0.129774	3.5	0	6.55546	153.623	0.00357992	0.0899952
83	106	12.014	0.103819	3.5	0	6.55546	153.623	0.00357992	0.0575969
84	106	12.101	0.0778644	3.5	0	6.55546	153.623	0.00357992	0.0323983
85	106	12.1881	0.0519096	3.5	0	6.55546	153.623	0.00357992	0.0143992
86	106	12.2751	0.0259548	3.5	0	6.55546	153.623	0.00357992	0.00359981
87	106	12.3622	0	3.5	0	6.55546	153.623	0.00357992	0

0	107	4.81835	2.15693	2.89691	8.6647	15.8999	197.878	0.00674102	35.998
1	107	4.88015	2.14429	2.91197	8.44933	15.5416	196.593	0.00663216	35.1223
2	107	4.95401	2.129	2.92969	8.19706	15.131	195.095	0.00650652	34.1027
3	107	5.05862	2.10705	2.95474	7.84002	14.5701	193.001	0.00633332	32.7092
4	107	5.13364	2.09109	2.97246	7.58816	14.1867	191.536	0.00621381	31.7454
5	107	5.25388	2.06515	3.00067	7.18704	13.5981	189.231	0.00602857	30.2595
6	107	5.33007	2.04847	3.01831	6.9367	13.2433	187.807	0.00591579	29.3541
7	107	5.46816	2.01778	3.04995	6.48782	12.6314	185.286	0.00571923	27.7813
8	107	5.54564	2.00029	3.06745	6.23993	12.3061	183.91	0.00561362	26.9358
9	107	5.6235	1.98252	3.08488	5.99304	11.9909	182.551	0.00551053	26.1117
10	107	5.70375	1.96401	3.10263	5.74176	11.6786	181.18	0.00540765	25.2884
11	107	5.783	1.94553	3.12	5.49594	11.3816	179.852	0.00530905	24.5002
12	107	5.86178	1.92695	3.13703	5.25501	11.0981	178.56	0.00521426	23.7405
13	107	5.9642	1.90251	3.1589	4.94549	10.7451	176.918	0.00509524	22.7869
14	107	6.04462	1.88309	3.17581	4.7062	10.4804	175.662	0.00500527	22.0642
15	107	6.12529	1.8634	3.19255	4.46924	10.2252	174.429	0.00491792	21.3615
16	107	6.25216	1.83202	3.21839	4.10332	9.84443	172.548	0.00478639	20.2994
17	107	6.33436	1.81142	3.23481	3.87049	9.61032	171.366	0.0047048	19.6382
18	107	6.41664	1.7906	3.25097	3.64118	9.38576	170.212	0.00462601	18.9968
19	107	6.57162	1.7508	3.28066	3.21911	8.98777	168.118	0.00448504	17.8414
20	107	6.65544	1.72897	3.29628	2.99658	8.78574	167.029	0.00441279	17.2441
21	107	6.73964	1.70684	3.31166	2.77704	8.59161	165.966	0.00434292	16.6626
22	107	6.8238	1.6845	3.32668	2.56216	8.40644	164.936	0.00427586	16.0994
23	107	6.92597	1.6571	3.34446	2.30703	8.1928	163.728	0.00419795	15.4388
24	107	7.0115	1.63393	3.35892	2.09883	8.02334	162.753	0.00413575	14.9045
25	107	7.09712	1.61053	3.373	1.89547	7.86202	161.811	0.00407618	14.3862
26	107	7.18282	1.5869	3.38667	1.69727	7.70874	160.903	0.00401925	13.8833
27	107	7.31763	1.54933	3.40726	1.39696	7.48384	159.548	0.00393514	13.1229
28	107	7.40399	1.52501	3.41982	1.21259	7.35012	158.728	0.00388479	12.6548
29	107	7.4902	1.50053	3.43185	1.03517	7.22458	157.949	0.00383728	12.2015
30	107	7.57599	1.476	3.44325	0.865938	7.10769	157.214	0.00379283	11.7638
31	107	7.74352	1.42758	3.46373	0.558914	6.90283	155.906	0.00371442	10.9454
32	107	7.82751	1.40307	3.47296	0.418898	6.81256	155.321	0.00367966	10.5524
33	107	7.91055	1.37869	3.48135	0.290526	6.73164	154.792	0.00364839	10.1744
34	107	7.99095	1.35497	3.48856	0.179302	6.66296	154.339	0.00362176	9.81811
35	107	8.06881	1.33189	3.49458	0.0854247	6.60615	153.962	0.00359968	9.48151
36	107	8.16856	1.30221	3.49999	0.000188771	6.55557	153.624	0.00357997	9.0616
37	107	8.18355	1.29774	3.5	0	6.55546	153.623	0.00357992	8.99952
38	107	8.2706	1.27178	3.5	0	6.55546	153.623	0.00357992	8.64314
39	107	8.35766	1.24583	3.5	0	6.55546	153.623	0.00357992	8.29395
40	107	8.44471	1.21987	3.5	0	6.55546	153.623	0.00357992	7.95197
41	107	8.53177	1.19392	3.5	0	6.55546	153.623	0.00357992	7.61719
42	107	8.61882	1.16797	3.5	0	6.55546	153.623	0.00357992	7.28961
43	107	8.70588	1.14201	3.5	0	6.55546	153.623	0.00357992	6.96923
44	107	8.79293	1.11606	3.5	0	6.55546	153.623	0.00357992	6.65604
45	107	8.87999	1.0901	3.5	0	6.55546	153.623	0.00357992	6.35006
46	107	8.96704	1.06415	3.5	0	6.55546	153.623	0.00357992	6.05127
47	107	9.0541	1.03819	3.5	0	6.55546	153.623	0.00357992	5.75969
48	107	9.14115	1.01224	3.5	0	6.55546	153.623	0.00357992	5.47531
49	107	9.22821	0.986282	3.5	0	6.55546	153.623	0.00357992	5.19812
50	107	9.31526	0.960327	3.5	0	6.55546	153.623	0.00357992	4.92813
51	107	9.40232	0.934372	3.5	0	6.55546	153.623	0.00357992	4.66535
52	107	9.48937	0.908417	3.5	0	6.55546	153.623	0.00357992	4.40976
53	107	9.57643	0.882463	3.5	0	6.55546	153.623	0.00357992	4.16138
54	107	9.66348	0.856508	3.5	0	6.55546	153.623	0.00357992	3.92019
55	107	9.75054	0.830553	3.5	0	6.55546	153.623	0.00357992	3.6862
56	107	9.83759	0.804598	3.5	0	6.55546	153.623	0.00357992	3.45941
57	107	9.92465	0.778644	3.5	0	6.55546	153.623	0.00357992	3.23983
58	107	10.0117	0.752689	3.5	0	6.55546	153.623	0.00357992	3.02744
59	107	10.0988	0.726734	3.5	0	6.55546	153.623	0.00357992	2.82225
60	107	10.1858	0.700779	3.5	0	6.55546	153.623	0.00357992	2.62426
61	107	10.2729	0.674824	3.5	0	6.55546	153.623	0.00357992	2.43347
62	107	10.3599	0.64887	3.5	0	6.55546	153.623	0.00357992	2.24988
63	107	10.447	0.622915	3.5	0	6.55546	153.623	0.00357992	2.07349
64	107	10.534	0.59696	3.5	0	6.55546	153.623	0.00357992	1.9043
65	107	10.6211	0.571005	3.5	0	6.55546	153.623	0.00357992	1.74231
66	107	10.7081	0.54505	3.5	0	6.55546	153.623	0.00357992	1.58751
67	107	10.7952	0.519096	3.5	0	6.55546	153.623	0.00357992	1.43992
68	107	10.8823	0.493141	3.5	0	6.55546	153.623	0.00357992	1.29953
69	107	10.9693	0.467186	3.5	0	6.55546	153.623	0.00357992	1.16634
70	107	11.0564	0.441231	3.5	0	6.55546	153.623	0.00357992	1.04034
71	107	11.1434	0.415277	3.5	0	6.55546	153.623	0.00357992	0.92155
72	107	11.2305	0.389322	3.5	0	6.55546	153.623	0.00357992	0.809956
73	107	11.3175	0.363367	3.5	0	6.55546	153.623	0.00357992	0.705562
74	107	11.4046	0.337412	3.5	0	6.55546	153.623	0.00357992	0.608367
75	107	11.4916	0.311457	3.5	0	6.55546	153.623	0.00357992	0.518372
76	107	11.5787	0.285503	3.5	0	6.55546	153.623	0.00357992	0.435577
77	107	11.6657	0.259548	3.5	0	6.55546	153.623	0.00357992	0.359981
78	107	11.7528	0.233593	3.5	0	6.55546	153.623	0.00357992	0.291584
79	107	11.8399	0.207638	3.5	0	6.55546	153.623	0.00357992	0.230388
80	107	11.9269	0.181683	3.5	0	6.55546	153.623	0.00357992	0.176391
81	107	12.014	0.155729	3.5	0	6.55546	153.623	0.00357992	0.129593
82	107	12.101	0.129774	3.5	0	6.55546	153.623	0.00357992	0.0899952
83	107	12.1881	0.103819	3.5	0	6.55546	153.623	0.00357992	0.0575969
84	107	12.2751	0.0778644	3.5	0	6.55546	153.623	0.00357992	0.0323983
85	107	12.3622	0.0519096	3.5	0	6.55546	153.623	0.00357992	0.0143992
86	107	12.4492	0.0259548	3.5	0	6.55546	153.623	0.00357992	0.00359981
87	107	12.5363	0	3.5	0	6.55546	153.623	0.00357992	0

0	108	4.94678	2.17619	2.91631	8.39711	15.44	196.225	0.00660116	35.9981
1	108	5.0156	2.16193	2.93262	8.16454	15.0642	194.849	0.00648599	35.0382
2	108	5.12119	2.13975	2.95759	7.80816	14.5078	192.765	0.00631394	33.6152
3	108	5.19689	2.12363	2.97525	7.55678	14.1273	191.307	0.00619524	32.631
4	108	5.31824	2.09742	3.00336	7.15647	13.5434	189.013	0.00601121	31.1133
5	108	5.39514	2.08058	3.02094	6.90667	13.1913	187.596	0.00589918	30.1885
6	108	5.5345	2.04957	3.05247	6.45879	12.5841	185.087	0.00570393	28.5814
7	108	5.61268	2.0319	3.0699	6.21149	12.2613	183.718	0.00559901	27.7174
8	108	5.69126	2.01395	3.08726	5.96519	11.9484	182.366	0.0054966	26.8752
9	108	5.77223	1.99525	3.10494	5.71456	11.6386	181.002	0.0053944	26.0337
10	108	5.8522	1.97658	3.12224	5.46939	11.3438	179.681	0.00529646	25.228
11	108	5.93169	1.95782	3.1392	5.22912	11.0625	178.396	0.0052023	24.4513
12	108	6.03504	1.93314	3.16098	4.92049	10.7121	176.763	0.00508407	23.4763
13	108	6.11618	1.91352	3.17782	4.68192	10.4494	175.514	0.0049947	22.7373
14	108	6.19756	1.89364	3.19449	4.4457	10.1962	174.288	0.00490794	22.0186
15	108	6.32555	1.86196	3.2202	4.08098	9.81826	172.417	0.00477729	20.9321
16	108	6.40847	1.84116	3.23655	3.84897	9.5859	171.241	0.00469626	20.2557
17	108	6.49146	1.82013	3.25263	3.62048	9.36304	170.094	0.00461801	19.5994
18	108	6.64778	1.77996	3.28217	3.20002	8.96806	168.012	0.00447801	18.417
19	108	6.73231	1.75793	3.29771	2.9784	8.76756	166.93	0.00440627	17.8057
20	108	6.81722	1.73559	3.313	2.75979	8.57491	165.874	0.00433689	17.2105
21	108	6.90207	1.71306	3.32794	2.54586	8.39116	164.851	0.0042703	16.6339
22	108	7.00508	1.68542	3.34561	2.29191	8.17917	163.65	0.00419296	15.9575
23	108	7.0913	1.66205	3.35998	2.08473	8.01103	162.682	0.00413121	15.4105
24	108	7.1776	1.63845	3.37397	1.88241	7.85097	161.746	0.00407209	14.8796
25	108	7.26397	1.61462	3.38755	1.68527	7.69889	160.845	0.00401559	14.3646
26	108	7.39979	1.57675	3.40801	1.38668	7.4758	159.499	0.00393212	13.5858
27	108	7.48678	1.55224	3.42048	1.20342	7.34317	158.685	0.00388217	13.1063
28	108	7.5736	1.52759	3.43242	1.02712	7.21866	157.912	0.00383503	12.6419
29	108	7.65997	1.50287	3.44373	0.859017	7.10275	157.183	0.00379095	12.1935
30	108	7.82858	1.45413	3.46405	0.554193	6.89965	155.886	0.0037132	11.3552
31	108	7.91307	1.42947	3.4732	0.415258	6.81018	155.306	0.00367874	10.9526
32	108	7.99657	1.40496	3.48152	0.287929	6.72998	154.781	0.00364774	10.5654
33	108	8.07736	1.38112	3.48866	0.177653	6.66194	154.332	0.00362136	10.2005
34	108	8.15556	1.35794	3.49463	0.0846175	6.60566	153.958	0.00359949	9.85593
35	108	8.25561	1.32816	3.49999	0.000186922	6.55557	153.624	0.00357997	9.42642
36	108	8.2706	1.32369	3.5	0	6.55546	153.623	0.00357992	9.3631
37	108	8.35766	1.29774	3.5	0	6.55546	153.623	0.00357992	8.99952
38	108	8.44471	1.27178	3.5	0	6.55546	153.623	0.00357992	8.64314
39	108	8.53177	1.24583	3.5	0	6.55546	153.623	0.00357992	8.29395
40	108	8.61882	1.21987	3.5	0	6.55546	153.623	0.00357992	7.95197
41	108	8.70588	1.19392	3.5	0	6.55546	153.623	0.00357992	7.61719
42	108	8.79293	1.16797	3.5	0	6.55546	153.623	0.00357992	7.28961
43	108	8.87999	1.14201	3.5	0	6.55546	153.623	0.00357992	6.96923
44	108	8.96704	1.11606	3.5	0	6.55546	153.623	0.00357992	6.65604
45	108	9.0541	1.0901	3.5	0	6.55546	153.623	0.00357992	6.35006
46	108	9.14115	1.06415	3.5	0	6.55546	153.623	0.00357992	6.05127
47	108	9.22821	1.03819	3.5	0	6.55546	153.623	0.00357992	5.75969
48	108	9.31526	1.01224	3.5	0	6.55546	153.623	0.00357992	5.47531
49	108	9.40232	0.986282	3.5	0	6.55546	153.623	0.00357992	5.19812
50	108	9.48937	0.960327	3.5	0	6.55546	153.623	0.00357992	4.92813
51	108	9.57643	0.934372	3.5	0	6.55546	153.623	0.00357992	4.66535
52	108	9.66348	0.908417	3.5	0	6.55546	153.623	0.00357992	4.40976
53	108	9.75054	0.882463	3.5	0	6.55546	153.623	0.00357992	4.16138
54	108	9.83759	0.856508	3.5	0	6.55546	153.623	0.00357992	3.92019
55	108	9.92465	0.830553	3.5	0	6.55546	153.623	0.00357992	3.6862
56	108	10.0117	0.804598	3.5	0	6.55546	153.623	0.00357992	3.45941
57	108	10.0988	0.778644	3.5	0	6.55546	153.623	0.00357992	3.23983
58	108	10.1858	0.752689	3.5	0	6.55546	153.623	0.00357992	3.02744
59	108	10.2729	0.726734	3.5	0	6.55546	153.623	0.00357992	2.82225
60	108	10.3599	0.700779	3.5	0	6.55546	153.623	0.00357992	2.62426
61	108	10.447	0.674824	3.5	0	6.55546	153.623	0.00357992	2.43347
62	108	10.534	0.64887	3.5	0	6.55546	153.623	0.00357992	2.24988
63	108	10.6211	0.622915	3.5	0	6.55546	153.623	0.00357992	2.07349
64	108	10.7081	0.59696	3.5	0	6.55546	153.623	0.00357992	1.9043
65	108	10.7952	0.571005	3.5	0	6.55546	153.623	0.00357992	1.74231
66	108	10.8823	0.54505	3.5	0	6.55546	153.623	0.00357992	1.58751
67	108	10.9693	0.519096	3.5	0	6.55546	153.623	0.00357992	1.43992
68	108	11.0564	0.493141	3.5	0	6.55546	153.623	0.00357992	1.29953
69	108	11.1434	0.467186	3.5	0	6.55546	153.623	0.00357992	1.16634
70	108	11.2305	0.441231	3.5	0	6.55546	153.623	0.00357992	1.04034
71	108	11.3175	0.415277	3.5	0	6.55546	153.623	0.00357992	0.92155
72	108	11.4046	0.389322	3.5	0	6.55546	153.623	0.00357992	0.809956
73	108	11.4916	0.363367	3.5	0	6.55546	153.623	0.00357992	0.705562
74	108	11.5787	0.337412	3.5	0	6.55546	153.623	0.00357992	0.608367
75	108	11.6657	0.311457	3.5	0	6.55546	153.623	0.00357992	0.518372
76	108	11.7528	0.285503	3.5	0	6.55546	153.623	0.00357992	0.435577
77	108	11.8399	0.259548	3.5	0	6.55546	153.623	0.00357992	0.359981
78	108	11.9269	0.233593	3.5	0	6.55546	153.623	0.00357992	0.291584
79	108	12.014	0.207638	3.5	0	6.55546	153.623	0.00357992	0.230388
80	108	12.101	0.181683	3.5	0	6.55546	153.623	0.00357992	0.176391
81	108	12.1881	0.155729	3.5	0	6.55546	153.623	0.00357992	0.129593
82	108	12.2751	0.129774	3.5	0	6.55546	153.623	0.00357992	0.0899952
83	108	12.3622	0.103819	3.5	0	6.55546	153.623	0.00357992	0.0575969
84	108	12.4492	0.0778644	3.5	0	6.55546	153.623	0.00357992	0.0323983
85	108	12.5363	0.0519096	3.5	0	6.55546	153.623	0.00357992	0.0143992
86	108	12.6234	0.0259548	3.5	0	6.55546	153.623	0.00357992	0.00359981
87	108	12.7104	0	3.5	0	6.55546	153.623	0.00357992	0

0	109	5.07638	2.19502	2.93528	8.13552	15.004	194.626	0.00646745	35.9981
1	109	5.07729	2.19483	2.93549	8.13248	14.9991	194.608	0.00646596	35.9854
2	109	5.18385	2.17243	2.96038	7.77676	14.447	192.534	0.00629504	34.5328
3	109	5.26024	2.15615	2.97798	7.52586	14.0695	191.083	0.0061771	33.528
4	109	5.3827	2.12967	3.006	7.12636	13.49	188.8	0.00599428	31.9782
5	109	5.46029	2.11265	3.02351	6.87708	13.1406	187.39	0.00588298	31.0337
6	109	5.60091	2.08133	3.05493	6.43021	12.538	184.893	0.00568899	29.3922
7	109	5.67981	2.06349	3.0723	6.18349	12.2176	183.531	0.00558475	28.5096
8	109	5.75909	2.04536	3.08959	5.9378	11.9071	182.186	0.00548301	27.6492
9	109	5.84079	2.02647	3.10721	5.6878	11.5996	180.829	0.00538148	26.7893
10	109	5.92148	2.00762	3.12443	5.44328	11.307	179.514	0.00528417	25.9659
11	109	6.00168	1.98867	3.14133	5.20367	11.0278	178.236	0.00519062	25.1721
12	109	6.10595	1.96374	3.16302	4.89592	10.68	176.612	0.00507317	24.1754
13	109	6.1878	1.94393	3.17978	4.65806	10.4192	175.369	0.00498439	23.4199
14	109	6.26991	1.92386	3.19638	4.42258	10.1679	174.149	0.0048982	22.6851
15	109	6.39901	1.89187	3.22198	4.05905	9.79274	172.289	0.00476842	21.5741
16	109	6.48265	1.87087	3.23825	3.82783	9.56211	171.12	0.00468793	20.8823
17	109	6.56636	1.84965	3.25425	3.60017	9.3409	169.979	0.00461021	20.2111
18	109	6.724	1.80911	3.28364	3.1813	8.94885	167.909	0.00447116	19.0015
19	109	6.80924	1.78688	3.2991	2.96058	8.74985	166.834	0.00439991	18.376
20	109	6.89485	1.76434	3.31431	2.74289	8.55864	165.784	0.00433101	17.7669
21	109	6.9804	1.7416	3.32916	2.5299	8.37627	164.767	0.00426489	17.1769
22	109	7.08424	1.71372	3.34673	2.27712	8.16588	163.574	0.0041881	16.4846
23	109	7.17114	1.69015	3.36102	2.07094	7.99903	162.612	0.00412679	15.9246
24	109	7.25812	1.66635	3.37493	1.86964	7.8402	161.683	0.0040681	15.3812
25	109	7.34515	1.64234	3.38842	1.67354	7.6893	160.787	0.00401201	14.8539
26	109	7.48199	1.60416	3.40874	1.37662	7.46796	159.451	0.00392918	14.0565
27	109	7.5696	1.57947	3.42113	1.19446	7.33639	158.644	0.00387961	13.5655
28	109	7.65703	1.55463	3.43298	1.01926	7.21289	157.876	0.00383285	13.09
29	109	7.74399	1.52974	3.44421	0.852264	7.09794	157.153	0.00378911	12.6309
30	109	7.91366	1.48068	3.46436	0.549592	6.89655	155.866	0.00371201	11.7723
31	109	7.99864	1.45587	3.47344	0.411712	6.80786	155.29	0.00367784	11.3601
32	109	8.08259	1.43122	3.48169	0.2854	6.72837	154.77	0.00364712	10.9637
33	109	8.16378	1.40726	3.48877	0.176049	6.66094	154.325	0.00362098	10.5902
34	109	8.24231	1.38398	3.49468	0.0838329	6.60519	153.955	0.0035993	10.2376
35	109	8.34267	1.35412	3.49999	0.000185126	6.55557	153.624	0.00357997	9.79844
36	109	8.35766	1.34965	3.5	0	6.55546	153.623	0.00357992	9.73388
37	109	8.44471	1.32369	3.5	0	6.55546	153.623	0.00357992	9.3631
38	109	8.53177	1.29774	3.5	0	6.55546	153.623	0.00357992	8.99952
