i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
69	61	1.69875	0.724764	2.28448	13.1795	4.50664	259.325	0.00145793	0.999976
70	61	1.73586	0.716368	2.30254	13.0247	4.38105	257.239	0.00142879	0.956209
71	61	1.78049	0.706317	2.32599	12.7954	4.22327	254.558	0.00139184	0.905685
72	61	1.84487	0.691848	2.36386	12.3629	3.98044	250.287	0.0013342	0.83693
73	61	1.91744	0.675537	2.40588	11.8896	3.72761	245.638	0.0012731	0.765078
74	61	1.98758	0.659771	2.44429	11.4837	3.5108	241.468	0.00121976	0.70082
75	61	2.06642	0.642036	2.48843	11.0029	3.27748	236.77	0.00116129	0.634177
76	61	2.10641	0.633026	2.51018	10.7737	3.16848	234.493	0.00113357	0.602497
77	61	2.14952	0.623298	2.53424	10.5118	3.05218	232.001	0.00110369	0.569858
78	61	2.18968	0.614219	2.55602	10.2822	2.95071	229.771	0.00107736	0.540807
79	61	2.23935	0.602962	2.58351	9.98543	2.82762	226.99	0.00104506	0.506591
80	61	2.28005	0.593714	2.60563	9.75107	2.73245	224.78	0.00101981	0.479924
81	61	2.33728	0.580665	2.63706	9.41361	2.60286	221.682	0.000985029	0.444396
82	61	2.37854	0.571223	2.65946	9.17579	2.51443	219.503	0.000961008	0.420153
83	61	2.44441	0.556078	2.69538	8.79189	2.37908	216.06	0.000923766	0.38369
84	61	2.48629	0.546401	2.71804	8.55147	2.29766	213.921	0.000901072	0.361874
85	61	2.56205	0.52879	2.75905	8.1151	2.15759	210.111	0.000861485	0.32494
86	61	2.60467	0.518822	2.78197	7.87248	2.08327	208.017	0.000840181	0.305529
87	61	2.64748	0.508762	2.80496	7.6287	2.01136	205.94	0.000819364	0.286969
88	61	2.69169	0.498317	2.82858	7.37929	1.94023	203.832	0.000798559	0.268738
89	61	2.73534	0.487952	2.85189	7.13287	1.87264	201.778	0.000778589	0.251641
90	61	2.77887	0.477557	2.87495	6.89018	1.80818	199.768	0.000759349	0.235438
91	61	2.83547	0.463956	2.9049	6.57473	1.72797	197.195	0.000735135	0.215584
92	61	2.88003	0.453175	2.92832	6.32869	1.66786	195.211	0.000716776	0.200871
93	61	2.9248	0.442279	2.95176	6.08265	1.60992	193.249	0.000698901	0.186866
94	61	2.99543	0.42495	2.98848	5.69797	1.52341	190.223	0.000671865	0.166269
95	61	3.04131	0.413598	3.0122	5.44964	1.47018	188.3	0.00065501	0.153819
96	61	3.08739	0.402123	3.03585	5.20231	1.41905	186.405	0.000638658	0.142019
97	61	3.17454	0.380203	3.08021	4.73824	1.3282	182.914	0.000609175	0.121505
98	61	3.22193	0.368161	3.10408	4.48857	1.28189	181.069	0.00059393	0.111286
99	61	3.2697	0.355937	3.12799	4.23799	1.23724	179.244	0.000579077	0.101615
100	61	3.3177	0.343561	3.15178	3.9887	1.19446	177.451	0.000564703	0.092502
101	61	3.37623	0.328342	3.18056	3.68588	1.1448	175.311	0.000547833	0.0821715
102	61	3.42554	0.31541	3.20454	3.43289	1.10512	173.553	0.000534203	0.0741017
103	61	3.47523	0.302276	3.22844	3.17976	1.06705	171.823	0.00052099	0.0665288
104	61	3.52529	0.288934	3.25224	2.92628	1.03052	170.122	0.000508187	0.0594364
105	61	3.60484	0.267504	3.28943	2.52669	0.976121	167.506	0.000488878	0.0492168
106	61	3.65642	0.253457	3.31305	2.27	0.943175	165.871	0.000477035	0.0432415
107	61	3.70846	0.239159	3.33646	2.01249	0.911698	164.27	0.000465608	0.0377015
108	61	3.76092	0.224617	3.35954	1.7552	0.881784	162.712	0.000454643	0.0325908
109	61	3.86572	0.195158	3.40378	1.24728	0.827349	159.776	0.000434415	0.0237124
110	61	3.91991	0.179711	3.42533	0.991133	0.802155	158.371	0.000424924	0.0197733
111	61	3.97474	0.163927	3.44616	0.7345	0.7786	157.028	0.000415973	0.0162108
112	61	4.02985	0.147908	3.46531	0.48913	0.757593	155.805	0.000407926	0.0130381
113	61	4.08551	0.131569	3.48265	0.254262	0.739111	154.71	0.000400792	0.0102272
114	61	4.16408	0.108273	3.49996	0.000648323	0.721143	153.626	0.000393808	0.00689095
115	61	4.17902	0.103819	3.5	0	0.721101	153.623	0.000393792	0.00633566
116	61	4.26607	0.0778644	3.5	0	0.721101	153.623	0.000393792	0.00356381
117	61	4.35313	0.0519096	3.5	0	0.721101	153.623	0.000393792	0.00158391
118	61	4.44018	0.0259548	3.5	0	0.721101	153.623	0.000393792	0.000395979
119	61	4.52724	0	3.5	0	0.721101	153.623	0.000393792	0

0	62	0.449866	1.08973	1.76967	16.8468	10.0257	325.884	0.00258096	3.95979
1	62	0.459367	1.08673	1.77309	16.8333	9.97367	325.399	0.00257138	3.92506
2	62	0.480573	1.08007	1.78084	16.7995	9.85641	324.302	0.00254975	3.84858
3	62	0.5025	1.07324	1.78897	16.7616	9.73492	323.154	0.00252726	3.77087
4	62	0.525125	1.06626	1.79744	16.7201	9.60972	321.961	0.002504	3.69211
5	62	0.548429	1.05913	1.80624	16.6754	9.48125	320.726	0.00248004	3.61249
6	62	0.572392	1.05186	1.81535	16.6276	9.34991	319.45	0.00245546	3.53219
7	62	0.596993	1.04447	1.82476	16.5772	9.21605	318.137	0.00243029	3.45137
8	62	0.622216	1.03696	1.83446	16.5241	9.07996	316.787	0.00240461	3.37018
9	62	0.648045	1.02934	1.84444	16.4684	8.94186	315.403	0.00237842	3.28877
10	62	0.674465	1.02162	1.8547	16.4101	8.80193	313.985	0.00235178	3.20727
11	62	0.701464	1.0138	1.86523	16.3491	8.66031	312.533	0.00232469	3.1258
12	62	0.729032	1.0059	1.87606	16.2852	8.51709	311.048	0.00229716	3.04448
13	62	0.757161	0.99791	1.88717	16.218	8.37233	309.528	0.00226921	2.96339
14	62	0.785844	0.989843	1.89859	16.1474	8.22605	307.973	0.00224082	2.88264
15	62	0.815077	0.9817	1.91032	16.0728	8.07826	306.382	0.00221199	2.80231
16	62	0.844859	0.973485	1.92238	15.994	7.92896	304.753	0.00218271	2.72248
17	62	0.875187	0.965199	1.93479	15.9103	7.77812	303.085	0.00215297	2.64321
18	62	0.896037	0.959549	1.94305	15.8604	7.67921	301.979	0.00213337	2.58988
19	62	0.927046	0.951213	1.95597	15.7686	7.52692	300.256	0.00210307	2.51228
20	62	0.948452	0.945504	1.96463	15.7124	7.42637	299.104	0.00208296	2.45989
21	62	0.970026	0.939789	1.97346	15.6533	7.32534	297.936	0.00206268	2.40804
22	62	0.99057	0.934382	1.981	15.621	7.23993	296.939	0.00204548	2.35951
23	62	1.01027	0.929232	1.98782	15.6021	7.16364	296.042	0.00203006	2.31369
24	62	1.03002	0.924105	1.99483	15.5786	7.08594	295.121	0.0020143	2.26846
25	62	1.04996	0.918962	2.00213	15.5493	7.00599	294.166	0.00199804	2.22348
26	62	1.06973	0.913898	2.0093	15.5223	6.92828	293.23	0.00198219	2.17959
27	62	1.08993	0.908756	2.01694	15.4865	6.84637	292.235	0.00196542	2.13544
28	62	1.11005	0.903668	2.02452	15.452	6.76605	291.251	0.00194892	2.09218
29	62	1.13038	0.89856	2.03233	15.4132	6.68419	290.24	0.00193205	2.04916
30	62	1.15112	0.893382	2.04056	15.3668	6.59901	289.179	0.00191443	2.00602
31	62	1.17138	0.888354	2.04835	15.3285	6.51933	288.177	0.00189789	1.96457
32	62	1.18862	0.8841	2.05561	15.279	6.44592	287.246	0.0018826	1.92985
33	62	1.20943	0.878991	2.06397	15.2304	6.3624	286.177	0.00186515	1.88859
34	62	1.22645	0.874838	2.07101	15.1854	6.29296	285.282	0.00185059	1.8554
35	62	1.24412	0.870545	2.07866	15.1294	6.21821	284.309	0.00183486	1.82144
36	62	1.2614	0.866363	2.08596	15.0798	6.14778	283.385	0.00181999	1.78871
37	62	1.27852	0.862242	2.09316	15.0317	6.07907	282.477	0.00180543	1.75678
38	62	1.29621	0.858002	2.10092	14.9731	6.00577	281.499	0.00178986	1.72428
39	62	1.31395	0.853768	2.10878	14.9128	5.93253	280.514	0.00177424	1.69218
40	62	1.33076	0.849775	2.11579	14.8672	5.86789	279.638	0.00176041	1.66224
41	62	1.34818	0.845653	2.12346	14.8092	5.79795	278.681	0.0017454	1.63165
42	62	1.36418	0.841882	2.13082	14.7477	5.73162	277.767	0.00173111	1.60398
43	62	1.37994	0.838179	2.13801	14.6887	5.66755	276.876	0.00171727	1.5771
44	62	1.39485	0.834688	2.14446	14.6421	5.61062	276.078	0.00170493	1.55202
45	62	1.4118	0.830736	2.15206	14.5825	5.54438	275.143	0.00169053	1.52391
46	62	1.42652	0.827313	2.15898	14.522	5.48464	274.293	0.00167749	1.49985
47	62	1.44192	0.823743	2.16623	14.4588	5.42283	273.406	0.00166397	1.47502
48	62	1.45638	0.820401	2.1727	14.408	5.36816	272.616	0.00165197	1.45202
49	62	1.46991	0.817282	2.17886	14.3582	5.31674	271.867	0.00164065	1.43076
50	62	1.4836	0.814135	2.1853	14.3019	5.26338	271.085	0.00162887	1.40952
51	62	1.49716	0.811025	2.19179	14.2435	5.21018	270.299	0.0016171	1.38874
52	62	1.51045	0.807985	2.1982	14.185	5.15823	269.526	0.00160556	1.36865
53	62	1.5233	0.805051	2.20438	14.1287	5.10853	268.782	0.0015945	1.34944
54	62	1.53487	0.802415	2.20957	14.0881	5.06726	268.16	0.00158529	1.33234
55	62	1.54655	0.79976	2.21509	14.0395	5.02363	267.498	0.00157552	1.31527
56	62	1.55772	0.797225	2.22054	13.9888	4.98099	266.847	0.00156596	1.29911
57	62	1.56846	0.794789	2.22585	13.9382	4.93973	266.214	0.00155668	1.28372
58	62	1.57307	0.793746	2.22871	13.9015	4.91767	265.873	0.00155172	1.27718
59	62	1.57619	0.793039	2.23095	13.8687	4.90043	265.607	0.00154783	1.27276
60	62	1.58201	0.791722	2.23421	13.8314	4.87549	265.22	0.0015422	1.26457
61	62	1.58998	0.789918	2.23793	13.7994	4.84722	264.78	0.0015358	1.25343
62	62	1.60107	0.787412	2.24297	13.7582	4.80913	264.183	0.00152717	1.23806
63	62	1.6154	0.784183	2.24941	13.707	4.76091	263.424	0.00151622	1.21843
64	62	1.63293	0.780242	2.25718	13.6472	4.70336	262.51	0.00150311	1.19475
65	62	1.6537	0.775589	2.26631	13.5784	4.63664	261.441	0.00148784	1.16717
66	62	1.67789	0.770191	2.27695	13.4984	4.56006	260.2	0.00147025	1.13568
67	62	1.70588	0.763973	2.28941	13.4023	4.472	258.754	0.00144991	1.10008
68	62	1.73823	0.756819	2.30419	13.2821	4.36975	257.05	0.00142616	1.06004
69	62	1.77598	0.748511	2.32223	13.1225	4.24817	254.986	0.0013977	1.0148
70	62	1.82145	0.738543	2.34564	12.8884	4.09548	252.333	0.00136163	0.962467
71	62	1.88722	0.724141	2.38344	12.451	3.8605	248.109	0.00130536	0.890981
72	62	1.96135	0.707889	2.42537	11.972	3.61591	243.512	0.00124573	0.816196
73	62	2.0329	0.69218	2.46369	11.5596	3.40623	239.391	0.0011937	0.749302
74	62	2.11338	0.674473	2.50771	11.0722	3.18065	234.75	0.00113668	0.679775
75	62	2.15418	0.665474	2.52939	10.8394	3.07528	232.501	0.00110965	0.646704
76	62	2.19819	0.655745	2.55337	10.5739	2.96288	230.041	0.00108053	0.612577
77	62	2.23916	0.646664	2.57507	10.3407	2.86483	227.84	0.00105487	0.582193
78	62	2.28987	0.635389	2.60245	10.0397	2.7459	225.096	0.0010234	0.546352
79	62	2.3314	0.626124	2.62447	9.80182	2.65396	222.916	0.000998804	0.518401
80	62	2.38982	0.613036	2.65576	9.45959	2.5288	219.861	0.000964927	0.481105
81	62	2.43192	0.60356	2.67805	9.21824	2.44341	217.714	0.000941539	0.455631
82	62	2.49916	0.588345	2.71378	8.8289	2.31273	214.321	0.000905289	0.417256
83	62	2.54191	0.578617	2.73631	8.58497	2.23413	212.214	0.000883204	0.394267
84	62	2.61925	0.560894	2.77706	8.1424	2.09894	208.463	0.000844692	0.355281
85	62	2.66274	0.550854	2.79982	7.89628	2.02722	206.403	0.000823974	0.334758
86	62	2.70643	0.540715	2.82265	7.64903	1.95785	204.36	0.000803734	0.31511
87	62	2.75156	0.530182	2.84609	7.39603	1.88923	202.287	0.00078351	0.295785
88	62	2.79611	0.519724	2.8692	7.14612	1.82404	200.268	0.000764103	0.277637
89	62	2.84053	0.509229	2.89206	6.89993	1.76188	198.293	0.000745411	0.260415
90	62	2.89829	0.495488	2.92173	6.57999	1.68456	195.767	0.000721894	0.239276
91	62	2.94377	0.48459	2.94492	6.33043	1.62661	193.819	0.000704069	0.223583
92	62	2.98945	0.473569	2.96811	6.08089	1.57078	191.894	0.000686721	0.208621
93	62	3.06151	0.456031	3.00441	5.69073	1.48743	188.928	0.000660492	0.186569
94	62	3.10832	0.444533	3.02783	5.43888	1.43616	187.044	0.000644149	0.173208
95	62	3.15532	0.432906	3.05117	5.18806	1.38694	185.19	0.0006283	0.160519
96	62	3.24421	0.410679	3.0949	4.71753	1.2995	181.776	0.000599745	0.138393
97	62	3.29254	0.398461	3.11839	4.46443	1.25496	179.974	0.000584989	0.127335
98	62	3.34125	0.386052	3.1419	4.21049	1.21203	178.193	0.000570623	0.116843
99	62	3.39019	0.373484	3.16526	3.95789	1.17091	176.444	0.00055673	0.106931
100	62	3.44985	0.358022	3.19349	3.65124	1.12322	174.361	0.000540437	0.0956583
101	62	3.50012	0.344876	3.21697	3.39519	1.08514	172.651	0.000527286	0.0868215
102	62	3.55075	0.331522	3.24033	3.13916	1.04863	170.97	0.00051455	0.0785
103	62	3.60176	0.317951	3.26356	2.88301	1.01363	169.32	0.000502223	0.0706768
104	62	3.6828	0.296144	3.29975	2.47984	0.961576	166.789	0.000483664	0.0593428
105	62	3.73533	0.281845	3.32267	2.22136	0.930106	165.211	0.000472304	0.0526747
106	62	3.78832	0.267287	3.34532	1.96266	0.900088	163.67	0.000461365	0.0464583
107	62	3.84171	0.252479	3.36757	1.70487	0.871616	162.173	0.000450893	0.0406882
108	62	3.94836	0.222477	3.40999	1.19914	0.820007	159.37	0.000431657	0.030555
109	62	4.00347	0.206749	3.43049	0.94623	0.796249	158.037	0.000422687	0.0259997
110	62	4.05922	0.190682	3.45017	0.695192	0.774149	156.771	0.000414273	0.0218338
111	62	4.1152	0.174391	3.46812	0.457892	0.754568	155.627	0.000406761	0.0180764
112	62	4.17169	0.157795	3.48419	0.234688	0.737495	154.613	0.000400166	0.0146946
113	62	4.25113	0.134228	3.49996	0.000583112	0.721139	153.626	0.000393807	0.0105908
114	62	4.26607	0.129774	3.5	0	0.721101	153.623	0.000393792	0.00989947
115	62	4.35313	0.103819	3.5	0	0.721101	153.623	0.000393792	0.00633566
116	62	4.44018	0.0778644	3.5	0	0.721101	153.623	0.000393792	0.00356381
117	62	4.52724	0.0519096	3.5	0	0.721101	153.623	0.000393792	0.00158391
118	62	4.61429	0.0259548	3.5	0	0.721101	153.623	0.000393792	0.000395979
119	62	4.70135	0	3.5	0	0.721101	153.623	0.000393792	0

0	63	0.504308	1.10631	1.79955	17.023	9.57875	321.665	0.00249823	3.95979
1	63	0.524615	1.10023	1.80701	16.9862	9.47016	320.619	0.00247797	3.88801
2	63	0.547555	1.09341	1.81551	16.9422	9.34763	319.428	0.00245503	3.8083
3	63	0.571186	1.08645	1.82435	16.895	9.22193	318.195	0.0024314	3.7277
4	63	0.595485	1.07936	1.83349	16.8446	9.09346	316.922	0.00240716	3.64637
5	63	0.620434	1.07214	1.84293	16.7915	8.96255	315.611	0.00238236	3.56448
6	63	0.646015	1.0648	1.85266	16.7357	8.82949	314.266	0.00235704	3.48219
7	63	0.672212	1.05736	1.86268	16.6772	8.6945	312.885	0.00233124	3.39964
8	63	0.69901	1.04981	1.87297	16.616	8.55775	311.471	0.00230499	3.31697
9	63	0.726396	1.04218	1.88354	16.552	8.41939	310.024	0.00227831	3.23429
10	63	0.754362	1.03445	1.8944	16.485	8.2795	308.543	0.00225121	3.15172
11	63	0.782899	1.02664	1.90555	16.4148	8.13813	307.029	0.00222368	3.06935
12	63	0.812	1.01875	1.917	16.341	7.99533	305.48	0.00219574	2.98729
13	63	0.841663	1.01078	1.92876	16.2632	7.85109	303.895	0.00216737	2.90561
14	63	0.871885	1.00274	1.94085	16.181	7.70541	302.273	0.00213857	2.8244
15	63	0.902666	0.994625	1.95329	16.094	7.55827	300.613	0.00210932	2.74372
16	63	0.923818	0.989094	1.96157	16.0417	7.4618	299.511	0.00209006	2.68944
17	63	0.955297	0.980927	1.97451	15.9466	7.31332	297.796	0.00206026	2.61038
18	63	0.97702	0.975335	1.9832	15.8878	7.2153	296.65	0.0020405	2.55701
19	63	0.998914	0.969734	1.99204	15.8263	7.11683	295.488	0.00202057	2.50417
20	63	1.01973	0.964442	1.9996	15.7912	7.03358	294.496	0.00200366	2.45476
21	63	1.03968	0.959405	2.00644	15.7695	6.95922	293.603	0.00198851	2.40813
22	63	1.05968	0.954389	2.01346	15.7431	6.88351	292.687	0.00197303	2.36209
23	63	1.07989	0.949354	2.02077	15.711	6.80563	291.737	0.00195706	2.31627
24	63	1.09991	0.944397	2.02795	15.6812	6.72994	290.806	0.00194149	2.27156
25	63	1.12039	0.939359	2.0356	15.6427	6.65019	289.818	0.00192503	2.22653
26	63	1.14078	0.934374	2.04319	15.6053	6.572	288.84	0.00190883	2.18241
27	63	1.16138	0.929366	2.05101	15.5637	6.49233	287.835	0.00189228	2.13851
28	63	1.18241	0.924287	2.05925	15.5145	6.40945	286.78	0.00187499	2.09446
29	63	1.20295	0.919357	2.06705	15.4734	6.33193	285.785	0.00185876	2.05213
30	63	1.22045	0.915179	2.07432	15.4216	6.26053	284.861	0.00184377	2.01662
31	63	1.24156	0.910164	2.08268	15.3702	6.17931	283.8	0.00182665	1.97445
32	63	1.25882	0.906085	2.08972	15.3231	6.1118	282.911	0.00181237	1.9405
33	63	1.27676	0.901864	2.09738	15.2648	6.03913	281.945	0.00179695	1.90573
34	63	1.29431	0.897755	2.10467	15.2131	5.97067	281.028	0.00178238	1.87222
35	63	1.31168	0.893703	2.11187	15.1627	5.9039	280.127	0.00176812	1.83952
36	63	1.32964	0.889532	2.11964	15.102	5.83267	279.157	0.00175286	1.80621
37	63	1.34766	0.885364	2.12749	15.0395	5.76151	278.18	0.00173755	1.7733
38	63	1.36471	0.881437	2.1345	14.9916	5.69871	277.31	0.00172401	1.74262
39	63	1.3824	0.877379	2.14217	14.9315	5.63078	276.362	0.0017093	1.71125
40	63	1.39866	0.873662	2.14953	14.8681	5.56636	275.454	0.00169531	1.68283
41	63	1.41468	0.870012	2.15671	14.8073	5.50414	274.571	0.00168175	1.65523
42	63	1.42982	0.866574	2.16317	14.7588	5.44887	273.781	0.00166967	1.6295
43	63	1.44703	0.862678	2.17075	14.6971	5.38456	272.853	0.00165557	1.60063
44	63	1.46199	0.859301	2.17768	14.6349	5.32656	272.01	0.00164282	1.57589
45	63	1.47765	0.855777	2.18491	14.57	5.26656	271.132	0.00162958	1.55036
46	63	1.49233	0.852481	2.19139	14.5174	5.21351	270.348	0.00161783	1.52672
47	63	1.50608	0.849403	2.19753	14.4659	5.1636	269.606	0.00160676	1.50486
48	63	1.52	0.846296	2.20397	14.4081	5.11181	268.831	0.00159523	1.48301
49	63	1.53379	0.843222	2.21046	14.3482	5.0602	268.053	0.00158371	1.46161
50	63	1.5473	0.840218	2.21685	14.2883	5.00979	267.287	0.00157242	1.44092
51	63	1.56037	0.837317	2.22303	14.2306	4.96157	266.549	0.0015616	1.42113
52	63	1.57212	0.834714	2.22821	14.1884	4.92154	265.933	0.00155259	1.40354
53	63	1.58399	0.832089	2.23373	14.1385	4.87921	265.278	0.00154304	1.38595
54	63	1.59536	0.829581	2.23917	14.0866	4.83785	264.633	0.00153368	1.36929
55	63	1.60629	0.82717	2.24447	14.0349	4.79783	264.006	0.00152461	1.35342
56	63	1.611	0.826133	2.24733	13.998	4.77643	263.669	0.00151975	1.34663
57	63	1.61421	0.825426	2.24957	13.9653	4.7597	263.405	0.00151595	1.34204
58	63	1.62014	0.824118	2.25282	13.9275	4.73551	263.022	0.00151044	1.33357
59	63	1.62825	0.822334	2.25653	13.8946	4.7081	262.586	0.00150419	1.32208
60	63	1.63951	0.819857	2.26157	13.8521	4.67116	261.995	0.00149575	1.30625
61	63	1.65406	0.816664	2.26799	13.799	4.6244	261.243	0.00148504	1.28602
62	63	1.67186	0.812768	2.27575	13.7369	4.56861	260.339	0.00147222	1.26163
63	63	1.69295	0.808166	2.28486	13.6654	4.50392	259.28	0.0014573	1.23321
64	63	1.71751	0.802827	2.29548	13.5821	4.4297	258.052	0.00144011	1.20075
65	63	1.74593	0.796672	2.30791	13.4824	4.34436	256.622	0.00142023	1.16403
66	63	1.77879	0.789585	2.32266	13.3581	4.24529	254.936	0.00139702	1.12269
67	63	1.81717	0.781343	2.34065	13.194	4.12752	252.895	0.00136923	1.07592
68	63	1.86347	0.771431	2.364	12.9553	3.9796	250.272	0.001334	1.02169
69	63	1.93061	0.757061	2.4017	12.5133	3.75197	246.095	0.00127904	0.947354
70	63	2.00626	0.740828	2.44351	12.029	3.51507	241.552	0.00122082	0.869512
71	63	2.07921	0.725137	2.48169	11.6106	3.31204	237.481	0.00117003	0.799875
72	63	2.1613	0.707418	2.52555	11.1171	3.09365	232.897	0.00111438	0.727354
73	63	2.20289	0.698409	2.54714	10.8809	2.99166	230.677	0.00108802	0.692839
74	63	2.24778	0.688655	2.57102	10.6122	2.88287	228.249	0.00105961	0.657169
75	63	2.28955	0.679552	2.59262	10.3757	2.78799	226.077	0.00103458	0.625405
76	63	2.34128	0.668236	2.61987	10.071	2.67291	223.37	0.00100389	0.587882
77	63	2.38363	0.658933	2.64178	9.82985	2.58395	221.22	0.000979911	0.558601
78	63	2.44322	0.645777	2.6729	9.48334	2.46287	218.207	0.000946888	0.519477
79	63	2.48615	0.636248	2.69506	9.23884	2.38026	216.091	0.000924094	0.492731
80	63	2.55473	0.620932	2.73057	8.84465	2.25386	212.748	0.00088877	0.452382
81	63	2.59832	0.611132	2.75295	8.59762	2.17785	210.673	0.000867255	0.428184
82	63	2.67719	0.593263	2.79342	8.14961	2.04713	206.98	0.000829745	0.387082
83	63	2.72155	0.583133	2.816	7.90044	1.97779	204.952	0.000809571	0.365414
84	63	2.76611	0.572898	2.83865	7.6502	1.91072	202.942	0.000789866	0.344645
85	63	2.81213	0.562259	2.86189	7.3941	1.84439	200.903	0.000770182	0.324195
86	63	2.85755	0.551689	2.8848	7.14122	1.78139	198.918	0.000751296	0.304966
87	63	2.90285	0.541077	2.90745	6.89204	1.72131	196.978	0.00073311	0.286696
88	63	2.96175	0.527175	2.93683	6.56835	1.64659	194.496	0.000710236	0.264236
89	63	3.00811	0.516142	2.95977	6.31586	1.59061	192.584	0.000692904	0.247537
90	63	3.05468	0.50498	2.98271	6.06343	1.53668	190.695	0.000676039	0.231592
91	63	3.12814	0.487207	3.01858	5.6688	1.45619	187.786	0.000650551	0.208046
92	63	3.17586	0.475549	3.0417	5.41415	1.40668	185.939	0.000634676	0.19375
93	63	3.22376	0.463754	3.06473	5.16057	1.35916	184.123	0.000619287	0.18015
94	63	3.31435	0.441195	3.10783	4.68505	1.27478	180.782	0.000591575	0.156372
95	63	3.3636	0.428787	3.13095	4.42937	1.23182	179.019	0.000577265	0.144455
96	63	3.41322	0.416181	3.15407	4.17298	1.19042	177.279	0.000563339	0.133123
97	63	3.46308	0.403408	3.17702	3.91802	1.15079	175.573	0.00054988	0.122392
98	63	3.52386	0.387689	3.20471	3.60875	1.10485	173.541	0.000534107	0.110154
99	63	3.57505	0.37432	3.22772	3.3507	1.06818	171.875	0.000521386	0.100532
100	63	3.6266	0.360736	3.25057	3.09289	1.03304	170.241	0.000509076	0.0914443
101	63	3.67854	0.346928	3.27326	2.83525	0.999389	168.637	0.000497174	0.0828733
102	63	3.76104	0.324733	3.30852	2.43045	0.949398	166.183	0.00047928	0.0703989
103	63	3.8145	0.310177	3.33079	2.1715	0.919215	164.656	0.000468347	0.0630221
104	63	3.86842	0.295356	3.35275	1.91292	0.890464	163.168	0.000457836	0.0561138
105	63	3.92274	0.280279	3.37427	1.65598	0.863239	161.726	0.000447793	0.0496691
106	63	4.0312	0.249738	3.41507	1.15486	0.814046	159.038	0.000429414	0.0382526
107	63	4.0872	0.233734	3.43467	0.906148	0.791499	157.767	0.000420884	0.0330672
108	63	4.14384	0.217392	3.45338	0.661231	0.77061	156.566	0.00041292	0.0282845
109	63	4.20065	0.20084	3.47033	0.431884	0.752196	155.487	0.000405848	0.0239298
110	63	4.25792	0.184001	3.48537	0.219072	0.736249	154.538	0.000399683	0.0199657
111	63	4.33818	0.160184	3.49997	0.000534399	0.721135	153.625	0.000393805	0.0150826
112	63	4.35313	0.155729	3.5	0	0.721101	153.623	0.000393792	0.0142552
113	63	4.44018	0.129774	3.5	0	0.721101	153.623	0.000393792	0.00989947
114	63	4.52724	0.103819	3.5	0	0.721101	153.623	0.000393792	0.00633566
115	63	4.61429	0.0778644	3.5	0	0.721101	153.623	0.000393792	0.00356381
116	63	4.70135	0.0519096	3.5	0	0.721101	153.623	0.000393792	0.00158391
117	63	4.7884	0.0259548	3.5	0	0.721101	153.623	0.000393792	0.000395979
118	63	4.87546	0	3.5	0	0.721101	153.623	0.000393792	0

0	64	0.562647	1.12425	1.82986	17.1548	9.14429	317.427	0.00241676	3.95979
1	64	0.571151	1.12182	1.83298	17.1378	9.10063	316.993	0.00240851	3.93038
2	64	0.595104	1.11501	1.84183	17.088	8.9777	315.764	0.00238523	3.84867
3	64	0.619737	1.10807	1.851	17.0351	8.85209	314.495	0.00236134	3.76619
4	64	0.64503	1.10101	1.86047	16.9793	8.72412	313.189	0.00233691	3.68312
5	64	0.670965	1.09383	1.87022	16.9207	8.59407	311.848	0.00231198	3.59961
6	64	0.697526	1.08655	1.88025	16.8594	8.46217	310.473	0.00228657	3.5158
7	64	0.724697	1.07916	1.89057	16.7953	8.32858	309.065	0.00226073	3.43184
8	64	0.752467	1.07169	1.90116	16.7284	8.19344	307.624	0.00223447	3.34783
9	64	0.780826	1.06412	1.91204	16.6584	8.05684	306.15	0.00220779	3.2639
10	64	0.809765	1.05647	1.92321	16.5851	7.91883	304.642	0.00218072	3.18015
11	64	0.83928	1.04874	1.93468	16.5081	7.77945	303.1	0.00215323	3.09666
12	64	0.869367	1.04093	1.94646	16.4271	7.63871	301.523	0.00212533	3.01353
13	64	0.900024	1.03304	1.95857	16.3417	7.49659	299.91	0.00209701	2.93082
14	64	0.931253	1.02508	1.97102	16.2514	7.35308	298.258	0.00206826	2.84862
15	64	0.952702	1.01966	1.97931	16.1967	7.259	297.163	0.00204932	2.79333
16	64	0.984646	1.01164	1.99227	16.0983	7.11425	295.457	0.00202005	2.7127
17	64	1.00668	1.00615	2.00097	16.0371	7.0187	294.318	0.00200063	2.65828
18	64	1.02889	1.00065	2.00981	15.9732	6.92273	293.163	0.00198105	2.60436
19	64	1.04998	0.995462	2.01739	15.9355	6.8416	292.177	0.00196444	2.55402
20	64	1.07017	0.990526	2.02422	15.9109	6.76914	291.289	0.00194956	2.50654
21	64	1.09042	0.985608	2.03126	15.8818	6.69538	290.379	0.00193436	2.45962
22	64	1.11088	0.980669	2.03857	15.847	6.61952	289.435	0.00191868	2.41291
23	64	1.13115	0.975806	2.04575	15.8144	6.54582	288.511	0.0019034	2.36731
24	64	1.1519	0.970861	2.0534	15.7732	6.46817	287.529	0.00188724	2.32136
25	64	1.17255	0.965966	2.06099	15.7331	6.39205	286.558	0.00187135	2.27632
26	64	1.19343	0.961048	2.06882	15.6887	6.31451	285.56	0.00185511	2.23149
27	64	1.21475	0.956056	2.07705	15.6369	6.23386	284.513	0.00183815	2.18647
