1.03507	0.26252	15.2196
1.04079	0.283232	15.6366
1.0499	0.315344	16.0174
1.06131	0.35465	16.3466
1.07466	0.399764	16.6233
1.08973	0.449866	16.8468
1.10631	0.504308	17.023
1.12425	0.562647	17.1548
1.1434	0.624476	17.2475
1.16362	0.689496	17.3044
1.18481	0.757425	17.3292
1.20684	0.828043	17.3245
1.22962	0.901144	17.2928
1.25307	0.97657	17.2358
1.27708	1.05416	17.1555
1.30159	1.13381	17.0526
1.32652	1.21538	16.9293
1.35181	1.2988	16.7938
1.37739	1.38397	16.6419
1.40322	1.4708	16.5063
1.42929	1.55912	16.3836
1.45555	1.64885	16.2393
1.48196	1.73998	16.0767
1.50846	1.83248	15.8979
1.535	1.92633	15.6964
1.56156	2.02152	15.4789
1.58809	2.11804	15.2528
1.61455	2.21589	15.0215
1.64093	2.31504	14.7721
1.66718	2.41548	14.5213
1.69329	2.51723	14.2643
1.71923	2.62026	13.9947
1.74496	2.72457	13.7278
1.77048	2.83021	13.4269
1.79575	2.93713	13.1725
1.8208	3.04524	12.9229
1.84562	3.15451	12.6685
1.87018	3.26497	12.4037
1.89445	3.37664	12.1234
1.91841	3.48955	11.8253
1.94202	3.60386	11.5143
1.96524	3.71944	11.2092
1.98812	3.83648	10.9066
2.01059	3.95472	10.6161
2.03271	4.07438	10.3301
2.0544	4.19506	10.0447
2.07574	4.31728	9.75968
2.09666	4.44071	9.4819
2.11716	4.56533	9.20562
2.13726	4.69124	8.93307
2.15693	4.81835	8.6647
2.17619	4.94678	8.39711
2.19502	5.07638	8.13552
2.21341	5.20708	7.8763
2.23137	5.33916	7.61974
2.24889	5.47235	7.36771
2.26597	5.60673	7.11848
2.28262	5.74242	6.87225
2.29881	5.87916	6.63066
2.31455	6.01704	6.39237
2.32986	6.15634	6.15598
2.34471	6.29667	5.92432
2.3591	6.43814	5.69608
2.37304	6.58068	5.47216
2.38653	6.72438	5.25147
2.39956	6.86922	5.03443
2.41214	7.01515	4.82121
2.42428	7.16222	4.61114
2.43595	7.31035	4.4052
2.44718	7.45955	4.20291
2.45796	7.60979	4.00457
2.46829	7.76106	3.81014
2.47819	7.91354	3.61827
2.48764	8.06698	3.43058
2.49665	8.22142	3.2469
2.50521	8.37655	3.06915
2.51336	8.53305	2.89241
2.52107	8.69055	2.71951
2.52836	8.84892	2.55102
2.53523	9.00827	2.38611
2.54168	9.16842	2.22617
2.54772	9.32948	2.07017
2.55336	9.4916	1.91688
2.5586	9.6545	1.7683
2.56345	9.81821	1.62427
2.56791	9.9828	1.48406
2.572	10.1482	1.34814
2.57572	10.3143	1.21719
2.57908	10.4815	1.08849
2.58209	10.6493	0.965043
2.58475	10.8177	0.847179
2.58708	10.9869	0.733784
2.5891	11.1566	0.626284
2.59081	11.3271	0.524106
2.59222	11.4985	0.422554
2.59335	11.6702	0.330919
2.59422	11.8424	0.245216
2.59484	12.0153	0.16669
2.59523	12.1886	0.0965099
2.59543	12.3623	0.0393517
2.59548	12.5363	0
