i	j	x	r	mach	theta	press	temp
63	58	1.43219	0.676879	2.13942	13.2007	5.65507	276.702
64	58	1.43638	0.675784	2.14225	13.1647	5.63004	276.351
65	58	1.43917	0.675053	2.14448	13.1318	5.61044	276.076
66	58	1.44451	0.673657	2.14771	13.0961	5.58217	275.678
67	58	1.45193	0.671716	2.15139	13.0681	5.55017	275.225
68	58	1.46228	0.669018	2.15638	13.0327	5.50706	274.613
69	58	1.47566	0.665539	2.16274	12.9891	5.45246	273.832
70	58	1.49206	0.661293	2.17043	12.9389	5.38727	272.893
71	58	1.51149	0.656281	2.17947	12.8819	5.31162	271.792
72	58	1.53412	0.650473	2.19001	12.8158	5.22472	270.514
73	58	1.56029	0.643796	2.20237	12.7358	5.12466	269.024
74	58	1.59049	0.636143	2.21704	12.6335	5.00829	267.264
75	58	1.6256	0.627303	2.23497	12.4935	4.8697	265.13
76	58	1.66762	0.616791	2.25828	12.2794	4.69527	262.381
77	58	1.72775	0.601821	2.29598	11.8618	4.42626	257.995
78	58	1.79554	0.584995	2.33782	11.4059	4.14581	253.215
79	58	1.86128	0.568734	2.3761	11.0203	3.90507	248.924
80	58	1.93501	0.550548	2.42014	10.5604	3.64553	244.08
81	58	1.97247	0.54132	2.44185	10.3429	3.52415	241.73
82	58	2.01275	0.5314	2.4659	10.0925	3.3945	239.155
83	58	2.05035	0.522145	2.48768	9.87463	3.28132	236.849
84	58	2.09677	0.510715	2.51519	9.59135	3.14386	233.971
85	58	2.13484	0.501337	2.53735	9.36874	3.0375	231.681
86	58	2.18832	0.488151	2.56887	9.04714	2.89252	228.466
87	58	2.22688	0.478629	2.59135	8.82117	2.79349	226.204
88	58	2.2884	0.463407	2.62746	8.4558	2.64174	222.623
89	58	2.32753	0.453704	2.65026	8.22744	2.55035	220.395
90	58	2.39829	0.436104	2.69161	7.81273	2.39295	216.419
91	58	2.43809	0.426169	2.71474	7.58253	2.30932	214.231
92	58	2.47805	0.416167	2.738	7.35118	2.22834	212.057
93	58	2.51934	0.405802	2.76191	7.11484	2.14816	209.848
94	58	2.56009	0.395541	2.78555	6.88127	2.07189	207.692
95	58	2.60075	0.385268	2.80898	6.65172	1.99909	205.58
96	58	2.65359	0.371861	2.83945	6.35332	1.90839	202.871
97	58	2.69521	0.361258	2.86334	6.12096	1.84033	200.777
98	58	2.73702	0.350563	2.8873	5.88879	1.77465	198.703
99	58	2.803	0.333598	2.92493	5.5264	1.67644	195.497
100	58	2.84588	0.322513	2.9493	5.29275	1.6159	193.453
101	58	2.88894	0.311328	2.97368	5.06043	1.55767	191.435
102	58	2.97042	0.290025	3.01961	4.62531	1.45395	187.703
103	58	3.01476	0.278353	3.04444	4.39178	1.40095	185.723
104	58	3.05945	0.266529	3.0694	4.15764	1.34974	183.757
105	58	3.10439	0.254577	3.09435	3.92526	1.30056	181.819
106	58	3.1592	0.239914	3.12468	3.64327	1.24331	179.495
107	58	3.20542	0.227478	3.15011	3.40818	1.19741	177.576
108	58	3.252	0.214872	3.17559	3.17332	1.15321	175.678
109	58	3.29898	0.202089	3.20116	2.93847	1.11064	173.8
110	58	3.37369	0.181605	3.24151	2.5687	1.04683	170.887
111	58	3.42218	0.168209	3.26746	2.33133	1.00788	169.045
112	58	3.47114	0.154597	3.29348	2.09296	0.970377	167.224
113	58	3.52054	0.140775	3.31949	1.85436	0.934397	165.428
114	58	3.6194	0.112842	3.37074	1.37892	0.867643	161.962
115	58	3.67062	0.0982189	3.39664	1.13522	0.835885	160.245
116	58	3.72249	0.0832996	3.42257	0.883459	0.805338	158.55
117	58	3.77476	0.068147	3.44759	0.632862	0.777007	156.936
118	58	3.82765	0.0526825	3.47192	0.369459	0.750487	155.386
119	58	3.90292	0.0304058	3.49992	0.00123573	0.721186	153.628
120	58	3.91785	0.0259548	3.5	0	0.721101	153.623
121	58	4.00491	0	3.5	0	0.721101	153.623

0	59	0.315344	1.0499	1.68538	16.0174	11.3907	337.988
1	59	0.329962	1.04448	1.69011	16.0179	11.31	337.302
2	59	0.347388	1.03808	1.69599	16.0116	11.2103	336.449
3	59	0.365563	1.03144	1.70233	15.9992	11.1035	335.531
4	59	0.384474	1.0246	1.70911	15.9811	10.9904	334.551
5	59	0.404103	1.01755	1.71631	15.9581	10.8715	333.512
6	59	0.424433	1.01031	1.7239	15.9306	10.7474	332.42
7	59	0.445444	1.00289	1.73186	15.8992	10.6187	331.278
8	59	0.467117	0.995303	1.74015	15.8643	10.4859	330.089
9	59	0.489434	0.987562	1.74877	15.8264	10.3496	328.857
10	59	0.512374	0.979676	1.7577	15.7858	10.2101	327.585
11	59	0.535922	0.971656	1.76692	15.7426	10.0678	326.274
12	59	0.560059	0.963513	1.77643	15.6971	9.92304	324.926
13	59	0.58477	0.955255	1.78621	15.6492	9.776	323.543
14	59	0.610042	0.94689	1.79628	15.599	9.62688	322.126
15	59	0.635862	0.938428	1.80662	15.5463	9.47583	320.673
16	59	0.66222	0.929875	1.81724	15.4908	9.32292	319.186
17	59	0.689106	0.921236	1.82815	15.4324	9.16823	317.664
18	59	0.716515	0.912517	1.83937	15.3707	9.01176	316.106
19	59	0.744439	0.903724	1.8509	15.3053	8.85352	314.51
20	59	0.772875	0.894858	1.86275	15.2358	8.69349	312.875
21	59	0.801822	0.885925	1.87495	15.1615	8.53164	311.199
22	59	0.821746	0.879828	1.88307	15.1186	8.42549	310.088
23	59	0.851318	0.870855	1.89578	15.0366	8.26179	308.355
24	59	0.871756	0.864707	1.90431	14.9874	8.15368	307.196
25	59	0.892344	0.858555	1.913	14.9355	8.04495	306.02
26	59	0.912034	0.852713	1.92041	14.9113	7.95317	305.019
27	59	0.930963	0.847137	1.92711	14.9009	7.87121	304.117
28	59	0.949916	0.841594	1.934	14.8857	7.78763	303.191
29	59	0.969037	0.83604	1.94118	14.8648	7.70152	302.23
30	59	0.987997	0.830571	1.94823	14.8463	7.61777	301.287
31	59	1.00735	0.825028	1.95576	14.8188	7.52937	300.284
32	59	1.02662	0.819544	1.96322	14.7928	7.44263	299.291
33	59	1.04609	0.814045	1.97093	14.7625	7.35413	298.27
34	59	1.06591	0.80848	1.97905	14.7244	7.26193	297.197
35	59	1.08532	0.803072	1.98674	14.6949	7.17566	296.184
36	59	1.10176	0.798516	1.99392	14.6518	7.09603	295.241
37	59	1.12166	0.793035	2.00218	14.6118	7.00543	294.159
38	59	1.1379	0.788587	2.00914	14.5737	6.93004	293.251
39	59	1.15473	0.784002	2.01671	14.5242	6.84878	292.265
40	59	1.17122	0.779533	2.02393	14.4815	6.7722	291.327
41	59	1.18755	0.775128	2.03106	14.4402	6.69746	290.405
42	59	1.20439	0.770609	2.03875	14.3884	6.61764	289.412
43	59	1.22128	0.766101	2.04653	14.3346	6.53784	288.41
44	59	1.23732	0.761839	2.05348	14.296	6.46741	287.519
45	59	1.2539	0.757453	2.06109	14.2448	6.39113	286.546
46	59	1.2691	0.753452	2.06839	14.189	6.31872	285.615
47	59	1.28408	0.749523	2.07552	14.1358	6.24875	284.708
48	59	1.29829	0.745811	2.08193	14.0952	6.18658	283.895
49	59	1.31441	0.741618	2.08947	14.0421	6.1142	282.942
50	59	1.32837	0.737999	2.09635	13.9868	6.04885	282.075
51	59	1.34298	0.734226	2.10354	13.929	5.98122	281.17
52	59	1.35674	0.730687	2.10998	13.8839	5.9214	280.364
53	59	1.3696	0.727387	2.11609	13.8392	5.8651	279.6
54	59	1.38259	0.724068	2.1225	13.7879	5.80664	278.801
55	59	1.39544	0.72079	2.12895	13.7342	5.74834	277.998
56	59	1.40803	0.717591	2.13532	13.6803	5.69137	277.208
57	59	1.4202	0.714504	2.14148	13.6285	5.63686	276.447
58	59	1.43121	0.711721	2.14663	13.5925	5.5916	275.811
59	59	1.44229	0.708927	2.15213	13.5481	5.54372	275.134
60	59	1.45286	0.706266	2.15755	13.5013	5.49691	274.468
61	59	1.46303	0.703712	2.16285	13.4542	5.4516	273.82
62	59	1.46732	0.702637	2.1657	13.4181	5.42734	273.471
63	59	1.47019	0.701916	2.16793	13.3853	5.40837	273.198
64	59	1.47565	0.700547	2.17118	13.3492	5.38096	272.801
65	59	1.48322	0.698651	2.17488	13.3203	5.34991	272.351
66	59	1.49375	0.696016	2.1799	13.2835	5.30806	271.74
67	59	1.50738	0.692619	2.18631	13.2381	5.25508	270.963
68	59	1.52406	0.688473	2.19405	13.1856	5.19182	270.027
69	59	1.54384	0.683579	2.20315	13.1257	5.11843	268.93
70	59	1.56688	0.677906	2.21375	13.0562	5.03416	267.658
71	59	1.59352	0.671383	2.22618	12.9723	4.93715	266.174
72	59	1.62427	0.663899	2.24094	12.8657	4.82441	264.423
73	59	1.66006	0.655243	2.25897	12.7208	4.69022	262.3
74	59	1.70296	0.644928	2.28238	12.5019	4.52148	259.569
75	59	1.76452	0.630187	2.32022	12.0796	4.26151	255.214
76	59	1.83393	0.613602	2.36223	11.6182	3.99064	250.47
77	59	1.90116	0.597574	2.40064	11.2261	3.7582	246.212
78	59	1.97662	0.579614	2.44483	10.7595	3.5078	241.409
79	59	2.01494	0.570498	2.46661	10.5382	3.39074	239.079
80	59	2.05619	0.560684	2.49073	10.284	3.26577	236.528
81	59	2.09466	0.551526	2.51257	10.0624	3.15671	234.244
82	59	2.1422	0.540201	2.54015	9.77467	3.02431	231.393
83	59	2.18117	0.530906	2.56235	9.54819	2.92189	229.127
84	59	2.23593	0.517821	2.59393	9.22135	2.78236	225.946
85	59	2.27542	0.508364	2.61645	8.99144	2.68709	223.708
86	59	2.33844	0.493231	2.6526	8.61989	2.54118	220.168
87	59	2.37852	0.483577	2.67542	8.38748	2.45335	217.966
88	59	2.45101	0.466045	2.71677	7.96544	2.30215	214.04
89	59	2.49179	0.456139	2.7399	7.731	2.22186	211.881
90	59	2.53273	0.446158	2.76314	7.49539	2.14415	209.736
91	59	2.57504	0.435807	2.78702	7.25454	2.06722	207.558
92	59	2.6168	0.425552	2.81062	7.01651	1.99409	205.433
93	59	2.65846	0.415278	2.83399	6.78236	1.92431	203.353
94	59	2.71261	0.401859	2.86438	6.47795	1.83742	200.686
95	59	2.75526	0.391237	2.88819	6.24071	1.77225	198.626
96	59	2.79811	0.380515	2.91204	6.00356	1.7094	196.588
97	59	2.86572	0.363491	2.94948	5.63307	1.61547	193.439
98	59	2.90965	0.352357	2.97371	5.39402	1.55761	191.433
99	59	2.95377	0.341116	2.99791	5.15611	1.502	189.455
100	59	3.03725	0.319681	3.04345	4.71001	1.40303	185.801
101	59	3.08267	0.307925	3.06802	4.47024	1.35251	183.865
102	59	3.12845	0.296006	3.09271	4.22965	1.30374	181.945
103	59	3.17447	0.283952	3.11733	3.9905	1.25694	180.055
104	59	3.2306	0.269149	3.14722	3.7	1.20253	177.793
105	59	3.27791	0.256584	3.17221	3.45742	1.15897	175.928
106	59	3.3256	0.243839	3.19722	3.21472	1.11708	174.088
107	59	3.37367	0.230905	3.22224	2.97164	1.07679	172.27
108	59	3.4501	0.210158	3.26157	2.58808	1.01657	169.461
109	59	3.49968	0.196576	3.28675	2.34127	0.979932	167.693
110	59	3.54973	0.182765	3.31189	2.09302	0.944763	165.951
111	59	3.60021	0.16873	3.33688	1.84407	0.911152	164.242
112	59	3.70116	0.140329	3.38556	1.34739	0.849311	160.977
113	59	3.75342	0.125445	3.40979	1.09284	0.820235	159.382
114	59	3.80632	0.110244	3.43368	0.831968	0.792624	157.831
115	59	3.85958	0.0947999	3.45623	0.575075	0.76748	156.384
116	59	3.91345	0.0790275	3.4774	0.315289	0.744656	155.041
117	59	3.98997	0.0563618	3.49994	0.000896359	0.721161	153.627
118	59	4.00491	0.0519096	3.5	0	0.721101	153.623
119	59	4.09196	0.0259548	3.5	0	0.721101	153.623
120	59	4.17902	0	3.5	0	0.721101	153.623

0	60	0.35465	1.06131	1.71222	16.3466	10.939	334.102
1	60	0.363157	1.05831	1.71508	16.3428	10.8918	333.69
2	60	0.381582	1.05188	1.72149	16.3286	10.7867	332.767
3	60	0.400756	1.04523	1.72834	16.3087	10.6754	331.783
4	60	0.420664	1.03839	1.7356	16.2838	10.5585	330.741
5	60	0.441285	1.03136	1.74326	16.2545	10.4366	329.644
6	60	0.462601	1.02416	1.75129	16.2211	10.3101	328.499
7	60	0.484591	1.01679	1.75966	16.1842	10.1798	327.306
8	60	0.507237	1.00927	1.76835	16.1442	10.0459	326.071
9	60	0.530518	1.00161	1.77736	16.1014	9.90899	324.795
10	60	0.554416	0.993815	1.78666	16.0561	9.76937	323.481
11	60	0.578915	0.985902	1.79624	16.0082	9.62735	322.13
12	60	0.603999	0.977877	1.80611	15.958	9.48315	320.744
13	60	0.629654	0.969748	1.81626	15.9053	9.33697	319.324
14	60	0.655868	0.961522	1.82668	15.85	9.18893	317.869
15	60	0.68263	0.953207	1.83739	15.7919	9.03913	316.38
16	60	0.709932	0.944807	1.84839	15.7308	8.88763	314.855
17	60	0.737766	0.936328	1.8597	15.6664	8.73444	313.295
18	60	0.766128	0.927774	1.87131	15.5981	8.57958	311.698
19	60	0.795015	0.919148	1.88326	15.5256	8.42303	310.062
20	60	0.824424	0.910454	1.89555	15.4485	8.26475	308.386
21	60	0.844659	0.904522	1.90373	15.4034	8.16095	307.275
22	60	0.874712	0.895786	1.91654	15.3183	8.00098	305.542
23	60	0.895475	0.889801	1.92513	15.2669	7.89533	304.383
24	60	0.916395	0.883812	1.93388	15.2127	7.78911	303.208
25	60	0.936374	0.878131	1.94136	15.1859	7.69939	302.206
26	60	0.955567	0.872713	1.94811	15.1728	7.61925	301.304
27	60	0.97479	0.867324	1.95505	15.1549	7.53758	300.377
28	60	0.994189	0.861923	1.96229	15.1313	7.45346	299.416
29	60	1.01342	0.856605	1.9694	15.1101	7.37167	298.473
30	60	1.03306	0.851211	1.97698	15.08	7.28539	297.471
31	60	1.05262	0.845876	1.9845	15.0512	7.20075	296.479
32	60	1.07238	0.840523	1.99226	15.0181	7.11443	295.46
33	60	1.09252	0.835104	2.00043	14.9773	7.02454	294.388
34	60	1.11221	0.829839	2.00817	14.9449	6.94044	293.377
35	60	1.12892	0.825397	2.01539	14.8998	6.86288	292.436
36	60	1.14913	0.820057	2.0237	14.857	6.77462	291.357
37	60	1.16563	0.815721	2.0307	14.8166	6.70121	290.451
38	60	1.18275	0.811247	2.03832	14.765	6.62213	289.468
39	60	1.19951	0.806888	2.04558	14.7201	6.5476	288.533
40	60	1.21611	0.802591	2.05274	14.6765	6.47487	287.614
41	60	1.23323	0.79818	2.06047	14.6225	6.39724	286.624
42	60	1.25041	0.793777	2.0683	14.5666	6.31965	285.627
43	60	1.26671	0.789618	2.07528	14.5257	6.25116	284.739
44	60	1.28357	0.785334	2.08292	14.4722	6.17701	283.77
45	60	1.29904	0.781422	2.09026	14.4145	6.10666	282.843
46	60	1.31429	0.777581	2.09742	14.3594	6.03869	281.939
47	60	1.32874	0.773955	2.10386	14.3169	5.97828	281.131
48	60	1.34513	0.769856	2.11143	14.2616	5.90798	280.182
49	60	1.35935	0.766314	2.11834	14.2046	5.84453	279.319
50	60	1.37423	0.762621	2.12556	14.145	5.77888	278.419
51	60	1.38822	0.759159	2.13202	14.098	5.72081	277.617
52	60	1.40132	0.75593	2.13816	14.0516	5.66617	276.857
53	60	1.41454	0.752679	2.1446	13.9986	5.60945	276.062
54	60	1.42763	0.749468	2.15108	13.9434	5.55289	275.264
55	60	1.44045	0.746333	2.15747	13.888	5.49764	274.478
56	60	1.45286	0.743307	2.16365	13.8347	5.44478	273.722
57	60	1.46405	0.740582	2.16882	13.7971	5.40088	273.089
58	60	1.47533	0.737844	2.17434	13.7513	5.35445	272.417
59	60	1.48611	0.735233	2.17978	13.7032	5.30907	271.755
60	60	1.49648	0.732727	2.18509	13.6549	5.26515	271.111
61	60	1.50087	0.731666	2.18794	13.6186	5.24166	270.765
62	60	1.50383	0.730952	2.19019	13.5859	5.22329	270.493
63	60	1.5094	0.729605	2.19344	13.5494	5.19674	270.1
64	60	1.51711	0.727746	2.19716	13.5194	5.16664	269.652
65	60	1.52783	0.725163	2.20219	13.4812	5.12608	269.045
66	60	1.5417	0.721833	2.20862	13.4338	5.07473	268.272
67	60	1.55867	0.717769	2.21639	13.3788	5.01343	267.342
68	60	1.57879	0.712972	2.22552	13.316	4.94232	266.254
69	60	1.60222	0.707411	2.23616	13.2429	4.86069	264.99
70	60	1.62932	0.701011	2.24862	13.1548	4.76676	263.516
71	60	1.66062	0.693663	2.26342	13.0436	4.65763	261.778
72	60	1.69707	0.685153	2.28148	12.8937	4.52782	259.673
73	60	1.74085	0.674989	2.30493	12.6696	4.36467	256.964
74	60	1.80382	0.66041	2.34283	12.2423	4.11349	252.649
75	60	1.87482	0.643992	2.38488	11.7749	3.85188	247.95
76	60	1.94352	0.628124	2.42333	11.3758	3.62747	243.734
77	60	2.02069	0.610308	2.46754	10.902	3.38586	238.981
78	60	2.05985	0.60126	2.48932	10.6767	3.27295	236.676
79	60	2.10204	0.591507	2.51344	10.4186	3.15246	234.154
80	60	2.14137	0.582405	2.53527	10.1929	3.04732	231.895
81	60	2.18999	0.571133	2.56283	9.90062	2.91973	229.079
82	60	2.22984	0.561878	2.58501	9.67012	2.82106	226.839
83	60	2.28585	0.548833	2.61655	9.33785	2.68668	223.698
84	60	2.32623	0.5394	2.63903	9.10388	2.59497	221.489
85	60	2.3907	0.524287	2.6751	8.72598	2.45454	217.996
86	60	2.43169	0.514637	2.69786	8.48944	2.37004	215.825
87	60	2.50585	0.497094	2.73908	8.05998	2.22464	211.956
88	60	2.54756	0.487173	2.76213	7.82129	2.14746	209.829
89	60	2.58945	0.477168	2.78527	7.58143	2.07278	207.717
90	60	2.63273	0.466786	2.80905	7.3361	1.99888	205.574
91	60	2.67545	0.456492	2.83252	7.09368	1.92865	203.484
92	60	2.71807	0.446174	2.85576	6.85503	1.86165	201.439
93	60	2.77346	0.432683	2.88596	6.54479	1.77826	198.819
94	60	2.81709	0.421997	2.90959	6.30289	1.71575	196.796
95	60	2.86091	0.411204	2.93326	6.061	1.65548	194.795
96	60	2.93006	0.394051	2.97037	5.68291	1.56545	191.708
97	60	2.975	0.382823	2.99436	5.43884	1.51003	189.744
98	60	3.02012	0.37148	3.01831	5.19583	1.45678	187.808
99	60	3.10547	0.349829	3.06329	4.73989	1.36209	184.236
100	60	3.1519	0.337945	3.08753	4.49465	1.31381	182.346
101	60	3.19869	0.325887	3.11184	4.24849	1.26722	180.474
102	60	3.24572	0.313685	3.13605	4.00364	1.22255	178.634
103	60	3.30308	0.29869	3.1654	3.70613	1.17067	176.434
104	60	3.35142	0.285954	3.1899	3.45756	1.12918	174.624
105	60	3.40012	0.273027	3.21435	3.20876	1.08932	172.84
106	60	3.44921	0.2599	3.23876	2.95951	1.05104	171.083
107	60	3.52724	0.238828	3.277	2.56617	0.993947	168.374
108	60	3.57784	0.225024	3.30138	2.31312	0.959294	166.676
109	60	3.62891	0.210977	3.32563	2.0588	0.926118	165.008
110	60	3.68039	0.196696	3.34962	1.80409	0.894512	163.379
111	60	3.7833	0.167775	3.39594	1.29817	0.836721	160.291
112	60	3.83654	0.152611	3.41872	1.04079	0.80979	158.8
113	60	3.89043	0.137118	3.44093	0.780111	0.784444	157.364
114	60	3.94463	0.121381	3.46158	0.527409	0.761643	156.043
115	60	3.99943	0.105317	3.48054	0.279828	0.741331	154.842
116	60	4.07702	0.0823175	3.49995	0.000742317	0.72115	153.626
117	60	4.09196	0.0778644	3.5	0	0.721101	153.623
118	60	4.17902	0.0519096	3.5	0	0.721101	153.623
119	60	4.26607	0.0259548	3.5	0	0.721101	153.623
120	60	4.35313	0	3.5	0	0.721101	153.623

0	61	0.399764	1.07466	1.74042	16.6233	10.4817	330.051
1	61	0.41902	1.06827	1.74726	16.6016	10.3734	329.074
2	61	0.439207	1.06161	1.75458	16.5747	10.2587	328.029
3	61	0.460121	1.05478	1.76229	16.5432	10.139	326.932
4	61	0.481743	1.04777	1.77037	16.5076	10.015	325.784
5	61	0.504051	1.0406	1.7788	16.4685	9.88719	324.591
6	61	0.527027	1.03329	1.78755	16.4262	9.75598	323.354
7	61	0.550649	1.02583	1.79662	16.381	9.62182	322.077
8	61	0.5749	1.01825	1.80598	16.3331	9.48504	320.762
9	61	0.599762	1.01055	1.81563	16.2827	9.34594	319.411
10	61	0.625219	1.00273	1.82556	16.2298	9.20475	318.025
11	61	0.651258	0.994817	1.83577	16.1744	9.06166	316.605
12	61	0.677865	0.986806	1.84626	16.1163	8.91679	315.15
13	61	0.705032	0.978707	1.85704	16.0554	8.77025	313.662
14	61	0.732748	0.970523	1.86811	15.9913	8.62208	312.138
15	61	0.761009	0.962261	1.87948	15.9238	8.47233	310.58
16	61	0.789808	0.953924	1.89116	15.8525	8.32098	308.984
17	61	0.819144	0.945514	1.90317	15.7769	8.16803	307.351
18	61	0.849015	0.937035	1.91553	15.6965	8.01345	305.678
19	61	0.869559	0.931252	1.92376	15.649	7.91209	304.568
20	61	0.900092	0.922727	1.93663	15.5607	7.75595	302.838
21	61	0.921179	0.916888	1.94527	15.5069	7.65284	301.683
22	61	0.942427	0.911044	1.95406	15.4503	7.54922	300.51
23	61	0.962691	0.905508	1.96158	15.4208	7.46164	299.51
24	61	0.982142	0.900231	1.96837	15.4048	7.38341	298.609
25	61	1.00163	0.89498	1.97536	15.3841	7.30371	297.684
26	61	1.0213	0.889716	1.98263	15.3576	7.22167	296.725
27	61	1.0408	0.884532	1.98978	15.3336	7.14191	295.785
28	61	1.06073	0.879272	1.99739	15.3006	7.05781	294.786
29	61	1.08057	0.874068	2.00495	15.269	6.97533	293.797
30	61	1.10062	0.868845	2.01274	15.233	6.89124	292.781
31	61	1.12106	0.863554	2.02095	15.1894	6.80371	291.714
32	61	1.14104	0.858415	2.02873	15.1541	6.72183	290.706
33	61	1.15802	0.854074	2.03597	15.1067	6.64635	289.77
34	61	1.17853	0.848856	2.04432	15.0611	6.56048	288.695
35	61	1.19529	0.844618	2.05134	15.0184	6.48907	287.794
36	61	1.21269	0.840241	2.05898	14.9646	6.41217	286.815
37	61	1.22971	0.835978	2.06626	14.9173	6.3397	285.885
38	61	1.24657	0.831775	2.07345	14.8714	6.269	284.971
39	61	1.26398	0.827455	2.08121	14.8151	6.19356	283.987
40	61	1.28144	0.823144	2.08905	14.757	6.11816	282.995
41	61	1.298	0.819074	2.09605	14.7137	6.05162	282.112
42	61	1.31514	0.814878	2.10372	14.658	5.9796	281.148
43	61	1.33088	0.811042	2.11107	14.5984	5.91129	280.227
44	61	1.34638	0.807275	2.11825	14.5413	5.84529	279.33
45	61	1.36107	0.803722	2.12471	14.4968	5.78664	278.526
46	61	1.37774	0.799702	2.13229	14.4393	5.7184	277.583
47	61	1.39221	0.796226	2.13922	14.3805	5.65684	276.726
48	61	1.40735	0.792599	2.14646	14.3191	5.59314	275.832
49	61	1.42158	0.789203	2.15293	14.2702	5.53679	275.036
50	61	1.4349	0.786034	2.15908	14.2221	5.48379	274.281
51	61	1.44835	0.78284	2.16553	14.1674	5.42877	273.492
52	61	1.46168	0.779684	2.17202	14.1106	5.37393	272.699
53	61	1.47474	0.776601	2.17842	14.0536	5.32036	271.92
54	61	1.48737	0.773626	2.18461	13.9988	5.26911	271.169
55	61	1.49875	0.770949	2.18979	13.9597	5.22655	270.541
56	61	1.51023	0.768257	2.19532	13.9125	5.18154	269.874
57	61	1.52121	0.765688	2.20076	13.8631	5.13756	269.217
58	61	1.53177	0.763221	2.20608	13.8136	5.095	268.578
59	61	1.53626	0.76217	2.20894	13.7771	5.07224	268.235
60	61	1.5393	0.761461	2.21118	13.7443	5.05445	267.966
