i	j	x	r	mach	theta	press	temp
46	67	1.7293	0.969203	2.29295	14.3943	4.44731	258.345
47	67	1.74192	0.966644	2.2984	14.3398	4.40954	257.716
48	67	1.75403	0.964193	2.30377	14.2839	4.37262	257.098
49	67	1.76569	0.961833	2.30901	14.2283	4.3369	256.496
50	67	1.77081	0.960797	2.31184	14.1908	4.31776	256.172
51	67	1.77435	0.960081	2.31406	14.1581	4.30278	255.918
52	67	1.78074	0.958787	2.31728	14.1189	4.28117	255.55
53	67	1.78935	0.957044	2.32094	14.0829	4.25671	255.132
54	67	1.80129	0.954629	2.32591	14.0358	4.22377	254.566
55	67	1.81671	0.951515	2.33225	13.9766	4.1821	253.846
56	67	1.83554	0.947716	2.3399	13.9069	4.13239	252.98
57	67	1.85784	0.943227	2.34888	13.8261	4.07478	251.968
58	67	1.8838	0.938011	2.35933	13.7321	4.00871	250.794
59	67	1.91388	0.931985	2.37157	13.62	3.93277	249.427
60	67	1.9487	0.925021	2.38608	13.482	3.84461	247.816
61	67	1.9895	0.916878	2.40378	13.3032	3.73981	245.867
62	67	2.039	0.907003	2.42675	13.0496	3.60813	243.362
63	67	2.11147	0.892496	2.46387	12.593	3.40528	239.372
64	67	2.19305	0.876055	2.50497	12.0921	3.19422	235.036
65	67	2.27137	0.860161	2.54246	11.6548	3.01347	231.156
66	67	2.3597	0.842095	2.58547	11.1424	2.81904	226.793
67	67	2.40436	0.832899	2.60661	10.8959	2.72828	224.682
68	67	2.45267	0.822895	2.62999	10.6173	2.63145	222.374
69	67	2.49752	0.813559	2.65111	10.3708	2.54702	220.312
70	67	2.55317	0.801901	2.67773	10.0549	2.44461	217.744
71	67	2.59866	0.792309	2.69911	9.80418	2.36547	215.706
72	67	2.66274	0.778694	2.72946	9.44513	2.25774	212.853
73	67	2.70888	0.768816	2.75103	9.19149	2.18426	210.85
74	67	2.78261	0.752888	2.78557	8.78348	2.07182	207.69
75	67	2.82946	0.742676	2.8073	8.52772	2.00421	205.73
76	67	2.91425	0.724	2.84653	8.06469	1.88794	202.247
77	67	2.96192	0.713389	2.86839	7.80726	1.82627	200.338
78	67	3.00981	0.702646	2.89028	7.54902	1.76664	198.446
79	67	3.05925	0.691464	2.91272	7.2848	1.70766	196.53
80	67	3.10806	0.680333	2.9348	7.02425	1.65165	194.667
81	67	3.15672	0.669145	2.9566	6.76754	1.59824	192.847
82	67	3.21998	0.654458	2.98481	6.43457	1.53184	190.523
83	67	3.26976	0.642786	3.00681	6.17504	1.4821	188.735
84	67	3.31976	0.630961	3.02875	5.91587	1.43419	186.971
85	67	3.3986	0.612101	3.06298	5.51124	1.36271	184.26
86	67	3.4498	0.59971	3.08499	5.25059	1.31877	182.542
87	67	3.50118	0.587161	3.10686	4.99134	1.27661	180.856
88	67	3.59832	0.563121	3.14762	4.50641	1.20181	177.762
89	67	3.65109	0.549883	3.16942	4.24634	1.16377	176.136
90	67	3.70426	0.536418	3.19113	3.98618	1.12713	174.534
91	67	3.75765	0.522769	3.21261	3.72804	1.0921	172.966
92	67	3.82271	0.505955	3.23844	3.41601	1.05154	171.106
93	67	3.87748	0.491648	3.25979	3.1566	1.01922	169.587
94	67	3.93262	0.477103	3.28091	2.89845	0.988303	168.101
95	67	3.98814	0.462313	3.30177	2.64164	0.958749	166.649
96	67	4.07625	0.438537	3.33398	2.24101	0.914986	164.439
97	67	4.1333	0.422945	3.35415	1.98689	0.888668	163.074
98	67	4.1908	0.407073	3.3739	1.73522	0.863695	161.751
99	67	4.24866	0.390939	3.39309	1.48753	0.840155	160.479
100	67	4.36399	0.358308	3.42897	1.01341	0.797984	158.135
101	67	4.42339	0.341261	3.4459	0.783487	0.778882	157.044
102	67	4.48334	0.323893	3.46183	0.561973	0.761368	156.027
103	67	4.54322	0.30639	3.47601	0.359675	0.746125	155.128
104	67	4.6033	0.288683	3.48835	0.178141	0.73314	154.352
105	67	4.6864	0.264005	3.49997	0.000417436	0.721128	153.625
106	67	4.70135	0.259548	3.5	0	0.721101	153.623
107	67	4.7884	0.233593	3.5	0	0.721101	153.623
108	67	4.87546	0.207638	3.5	0	0.721101	153.623
109	67	4.96251	0.181683	3.5	0	0.721101	153.623
110	67	5.04957	0.155729	3.5	0	0.721101	153.623
111	67	5.13662	0.129774	3.5	0	0.721101	153.623
112	67	5.22368	0.103819	3.5	0	0.721101	153.623
113	67	5.31073	0.0778644	3.5	0	0.721101	153.623
114	67	5.39779	0.0519096	3.5	0	0.721101	153.623
115	67	5.48484	0.0259548	3.5	0	0.721101	153.623
116	67	5.5719	0	3.5	0	0.721101	153.623

0	68	0.828043	1.20684	1.95144	17.3245	7.57998	300.859
1	68	0.836291	1.20486	1.95441	17.3029	7.54511	300.463
2	68	0.865546	1.19788	1.965	17.225	7.42211	299.055
3	68	0.895427	1.1908	1.97588	17.1437	7.29786	297.616
4	68	0.925928	1.18365	1.98703	17.0589	7.17242	296.146
5	68	0.957044	1.1764	1.99849	16.9703	7.04581	294.642
6	68	0.988773	1.16907	2.01025	16.8776	6.91805	293.106
7	68	1.02112	1.16166	2.02233	16.7803	6.78913	291.535
8	68	1.05408	1.15417	2.03475	16.678	6.65903	289.928
9	68	1.07667	1.14907	2.04302	16.6146	6.5738	288.863
10	68	1.11042	1.1415	2.05593	16.5041	6.44272	287.205
11	68	1.13366	1.13632	2.06459	16.4343	6.35624	286.098
12	68	1.15709	1.13112	2.07341	16.3616	6.26943	284.976
13	68	1.17921	1.12624	2.08094	16.3142	6.1961	284.02
14	68	1.20032	1.12161	2.08774	16.2796	6.13066	283.16
15	68	1.22151	1.11699	2.09474	16.2406	6.06409	282.278
16	68	1.24295	1.11233	2.102	16.1961	5.99565	281.364
17	68	1.26418	1.10775	2.10914	16.1538	5.92919	280.469
18	68	1.28596	1.10308	2.11673	16.1029	5.8592	279.519
19	68	1.30762	1.09845	2.12427	16.0531	5.79063	278.581
20	68	1.32955	1.09379	2.13203	15.9992	5.7208	277.617
21	68	1.35197	1.08904	2.14019	15.9379	5.64819	276.605
22	68	1.37381	1.08444	2.14792	15.8843	5.58035	275.652
23	68	1.39254	1.08052	2.15512	15.8232	5.51785	274.766
24	68	1.41505	1.07581	2.16341	15.7597	5.44683	273.751
25	68	1.43349	1.07198	2.17037	15.7029	5.38781	272.9
26	68	1.45273	1.06799	2.17795	15.6353	5.32428	271.977
27	68	1.4715	1.06411	2.18517	15.574	5.26448	271.101
28	68	1.49008	1.06028	2.19228	15.5141	5.20617	270.24
29	68	1.50936	1.05632	2.19996	15.4442	5.14398	269.313
30	68	1.5287	1.05236	2.20773	15.3725	5.08188	268.38
31	68	1.54692	1.04864	2.21465	15.3151	5.02713	267.551
32	68	1.5659	1.04477	2.22222	15.2458	4.96789	266.646
33	68	1.5834	1.04121	2.22949	15.1746	4.91171	265.781
34	68	1.60064	1.03772	2.23658	15.106	4.85746	264.939
35	68	1.61685	1.03444	2.24294	15.0494	4.80932	264.186
36	68	1.63534	1.0307	2.25043	14.979	4.75331	263.304
37	68	1.65148	1.02745	2.25726	14.91	4.70278	262.501
38	68	1.66836	1.02405	2.26439	14.8378	4.65053	261.664
39	68	1.68413	1.02089	2.27077	14.7778	4.60435	260.919
40	68	1.69891	1.01792	2.27683	14.7194	4.56093	260.214
41	68	1.71391	1.01492	2.28317	14.6552	4.51586	259.477
42	68	1.72881	1.01194	2.28956	14.5891	4.47095	258.737
43	68	1.7434	1.00902	2.29586	14.5232	4.42708	258.009
44	68	1.75752	1.0062	2.30194	14.4597	4.38513	257.308
45	68	1.77014	1.00368	2.30703	14.4116	4.35035	256.723
46	68	1.78294	1.00113	2.31246	14.3562	4.31355	256.101
47	68	1.79523	0.998684	2.31782	14.2995	4.27758	255.489
48	68	1.80707	0.996327	2.32304	14.2431	4.24278	254.893
49	68	1.81229	0.995288	2.32586	14.2055	4.22412	254.572
50	68	1.81591	0.994568	2.32807	14.1728	4.20952	254.321
51	68	1.82241	0.993272	2.33128	14.1334	4.18845	253.956
52	68	1.83114	0.991533	2.33493	14.0967	4.16463	253.543
53	68	1.84325	0.989123	2.33987	14.0486	4.13255	252.983
54	68	1.85887	0.986017	2.34618	13.9883	4.09197	252.271
55	68	1.87796	0.982227	2.3538	13.917	4.04356	251.415
56	68	1.90055	0.977748	2.36273	13.8343	3.98747	250.413
57	68	1.92685	0.972542	2.37314	13.7381	3.92314	249.252
58	68	1.95732	0.966524	2.38532	13.6235	3.84919	247.901
59	68	1.99262	0.959564	2.39976	13.4828	3.76336	246.309
60	68	2.03401	0.951415	2.41738	13.301	3.66131	244.381
61	68	2.08428	0.941514	2.44024	13.0445	3.53304	241.904
62	68	2.15806	0.926926	2.47718	12.5851	3.33539	237.958
63	68	2.24108	0.910379	2.51809	12.0811	3.12973	233.67
64	68	2.32071	0.894386	2.55538	11.6403	2.95364	229.835
65	68	2.41056	0.876179	2.59816	11.1243	2.76418	225.523
66	68	2.45596	0.866909	2.61918	10.876	2.67575	223.438
67	68	2.50511	0.856816	2.64243	10.5956	2.58138	221.157
68	68	2.55071	0.847395	2.66342	10.3473	2.49912	219.12
69	68	2.6073	0.835622	2.68988	10.0294	2.39932	216.584
70	68	2.65356	0.825933	2.71113	9.77701	2.3222	214.571
71	68	2.71873	0.812171	2.74127	9.4158	2.2172	211.754
72	68	2.76565	0.802182	2.7627	9.1606	2.14559	209.777
73	68	2.84064	0.786066	2.79699	8.75029	2.036	206.658
74	68	2.88827	0.775729	2.81856	8.4931	1.9701	204.724
75	68	2.9745	0.756813	2.85749	8.02768	1.85677	201.288
76	68	3.02298	0.746062	2.87917	7.76896	1.79666	199.404
77	68	3.07167	0.735173	2.90087	7.50951	1.73853	197.539
78	68	3.12195	0.723835	2.92311	7.2441	1.68104	195.65
79	68	3.17158	0.712545	2.94499	6.98246	1.62643	193.813
80	68	3.22105	0.701196	2.96659	6.72469	1.57437	192.02
81	68	3.28538	0.686291	2.99453	6.39049	1.50964	189.73
82	68	3.33599	0.674443	3.01631	6.13008	1.46115	187.968
83	68	3.38683	0.662436	3.03802	5.8701	1.41444	186.232
84	68	3.46697	0.643282	3.07188	5.46438	1.34477	183.563
85	68	3.51902	0.630695	3.09363	5.20316	1.30194	181.874
86	68	3.57125	0.617945	3.11524	4.94343	1.26085	180.215
87	68	3.66998	0.593514	3.15548	4.45794	1.18794	177.174
88	68	3.72362	0.580058	3.17698	4.19775	1.15087	175.576
89	68	3.77765	0.566371	3.19838	3.93764	1.11518	174.003
90	68	3.83189	0.552495	3.21955	3.67968	1.08105	172.465
91	68	3.898	0.5354	3.24496	3.36816	1.04155	170.64
92	68	3.95364	0.520853	3.26596	3.1094	1.01008	169.151
93	68	4.00965	0.506065	3.28672	2.85214	0.979981	167.695
94	68	4.06604	0.491028	3.3072	2.59648	0.951224	166.274
95	68	4.15552	0.466856	3.33876	2.19829	0.908666	164.114
96	68	4.21343	0.451009	3.35851	1.94619	0.883091	162.781
97	68	4.27179	0.434879	3.37781	1.69695	0.85884	161.491
98	68	4.33051	0.418487	3.39654	1.45213	0.835999	160.252
99	68	4.44749	0.385355	3.43146	0.985211	0.795144	157.974
100	68	4.50769	0.368061	3.44789	0.759765	0.776677	156.917
101	68	4.56841	0.350454	3.4633	0.543405	0.759774	155.933
102	68	4.629	0.332731	3.47699	0.346661	0.745095	155.067
103	68	4.68973	0.314829	3.48885	0.171066	0.732622	154.321
104	68	4.77345	0.28996	3.49997	0.000398489	0.721126	153.625
105	68	4.7884	0.285503	3.5	0	0.721101	153.623
106	68	4.87546	0.259548	3.5	0	0.721101	153.623
107	68	4.96251	0.233593	3.5	0	0.721101	153.623
108	68	5.04957	0.207638	3.5	0	0.721101	153.623
109	68	5.13662	0.181683	3.5	0	0.721101	153.623
110	68	5.22368	0.155729	3.5	0	0.721101	153.623
111	68	5.31073	0.129774	3.5	0	0.721101	153.623
112	68	5.39779	0.103819	3.5	0	0.721101	153.623
113	68	5.48484	0.0778644	3.5	0	0.721101	153.623
114	68	5.5719	0.0519096	3.5	0	0.721101	153.623
115	68	5.65895	0.0259548	3.5	0	0.721101	153.623
116	68	5.74601	0	3.5	0	0.721101	153.623

0	69	0.901144	1.22962	1.98142	17.2928	7.23531	296.885
1	69	0.925818	1.22393	1.99027	17.2245	7.13642	295.72
2	69	0.956697	1.21687	2.00141	17.1371	7.01385	294.26
3	69	0.988201	1.20971	2.01284	17.0459	6.89016	292.768
4	69	1.02033	1.20248	2.02458	16.9506	6.76535	291.243
5	69	1.05308	1.19515	2.03664	16.8506	6.63942	289.684
6	69	1.08646	1.18775	2.04904	16.7457	6.51236	288.089
7	69	1.10934	1.1827	2.05729	16.6804	6.42912	287.032
8	69	1.14352	1.17521	2.07018	16.5672	6.30112	285.387
9	69	1.16704	1.17009	2.07882	16.4955	6.21669	284.289
10	69	1.19077	1.16495	2.08761	16.4209	6.13193	283.176
11	69	1.21314	1.16012	2.09513	16.3713	6.06036	282.228
12	69	1.23447	1.15555	2.10191	16.3346	5.99651	281.375
13	69	1.25589	1.15098	2.10888	16.2934	5.93155	280.501
14	69	1.27756	1.14638	2.11613	16.2468	5.86477	279.595
15	69	1.29903	1.14184	2.12324	16.2024	5.79994	278.709
16	69	1.32104	1.13722	2.13081	16.1494	5.73166	277.767
17	69	1.34295	1.13264	2.13832	16.0976	5.66477	276.837
18	69	1.36513	1.12802	2.14606	16.0416	5.59666	275.882
19	69	1.38782	1.12332	2.1542	15.9783	5.52583	274.88
20	69	1.40991	1.11876	2.1619	15.9226	5.45967	273.936
21	69	1.42887	1.11487	2.16908	15.86	5.39871	273.058
22	69	1.45165	1.1102	2.17733	15.7944	5.32944	272.052
23	69	1.47032	1.10639	2.18427	15.736	5.27188	271.21
24	69	1.48981	1.10243	2.19183	15.6669	5.20992	270.295
25	69	1.50882	1.09858	2.19902	15.604	5.15159	269.427
26	69	1.52763	1.09477	2.20611	15.5425	5.09474	268.574
27	69	1.54716	1.09084	2.21376	15.4711	5.03409	267.657
28	69	1.56676	1.0869	2.2215	15.398	4.97352	266.733
29	69	1.5852	1.0832	2.22839	15.339	4.92014	265.912
30	69	1.60442	1.07935	2.23593	15.2682	4.86238	265.016
31	69	1.62217	1.07581	2.24317	15.1958	4.80759	264.159
32	69	1.63964	1.07233	2.25024	15.126	4.75469	263.326
33	69	1.65606	1.06906	2.25658	15.0681	4.70776	262.58
34	69	1.67479	1.06535	2.26404	14.9962	4.65314	261.706
35	69	1.69116	1.0621	2.27084	14.9261	4.60387	260.911
36	69	1.70828	1.05872	2.27795	14.8528	4.55292	260.083
37	69	1.72425	1.05556	2.2843	14.7915	4.5079	259.346
38	69	1.73923	1.0526	2.29033	14.7321	4.46556	258.647
39	69	1.75445	1.0496	2.29665	14.6669	4.42162	257.918
40	69	1.76955	1.04663	2.30301	14.5998	4.37782	257.185
41	69	1.78436	1.04371	2.30929	14.533	4.33505	256.465
42	69	1.79868	1.0409	2.31535	14.4686	4.29415	255.771
43	69	1.81146	1.03839	2.32042	14.4195	4.26023	255.192
44	69	1.82445	1.03584	2.32582	14.3633	4.22436	254.576
45	69	1.83691	1.03339	2.33115	14.3058	4.18928	253.971
46	69	1.84893	1.03104	2.33635	14.2487	4.15535	253.381
47	69	1.85425	1.02999	2.33916	14.2109	4.13715	253.064
48	69	1.85795	1.02927	2.34137	14.1783	4.12289	252.814
49	69	1.86457	1.02797	2.34456	14.1386	4.10234	252.453
50	69	1.87342	1.02623	2.3482	14.1013	4.07912	252.044
51	69	1.88569	1.02383	2.35312	14.0524	4.04785	251.491
52	69	1.90151	1.02072	2.3594	13.9909	4.00829	250.786
53	69	1.92085	1.01694	2.36698	13.9182	3.9611	249.939
54	69	1.94372	1.01246	2.37587	13.8338	3.90643	248.948
55	69	1.97037	1.00726	2.38623	13.7355	3.84374	247.8
56	69	2.00123	1.00124	2.39835	13.6187	3.77167	246.464
57	69	2.037	0.994279	2.41272	13.4754	3.68801	244.889
58	69	2.07896	0.986115	2.43024	13.291	3.58853	242.984
59	69	2.13001	0.976177	2.45299	13.0318	3.46347	240.534
60	69	2.20508	0.961493	2.48977	12.57	3.27068	236.63
61	69	2.28954	0.944826	2.53048	12.0632	3.07008	232.389
62	69	2.37046	0.928717	2.56757	11.6192	2.89832	228.597
63	69	2.46182	0.910355	2.61012	11.1002	2.71351	224.334
64	69	2.50795	0.901004	2.63102	10.8502	2.62724	222.273
65	69	2.55793	0.890812	2.65413	10.5682	2.53518	220.019
66	69	2.60427	0.8813	2.675	10.3184	2.45493	218.006
67	69	2.66181	0.869403	2.70129	9.99879	2.35756	215.5
68	69	2.70882	0.85961	2.7224	9.74495	2.28231	213.512
69	69	2.77508	0.845691	2.75235	9.38191	2.17987	210.729
70	69	2.82276	0.835585	2.77363	9.12538	2.10999	208.776
71	69	2.899	0.81927	2.80768	8.71313	2.00304	205.696
72	69	2.94742	0.808803	2.82909	8.45475	1.93873	203.787
73	69	3.03507	0.789638	2.86772	7.98736	1.82813	200.396
74	69	3.08435	0.77874	2.88923	7.7276	1.76946	198.537
75	69	3.13384	0.767699	2.91076	7.46718	1.71272	196.697
76	69	3.18494	0.756201	2.93281	7.20081	1.65661	194.833
77	69	3.2354	0.744748	2.9545	6.93832	1.60331	193.021
78	69	3.28568	0.733232	2.9759	6.67975	1.55249	191.253
79	69	3.35105	0.718104	3.00357	6.34464	1.4893	188.996
80	69	3.40249	0.706075	3.02513	6.08359	1.44197	187.26
81	69	3.45415	0.693883	3.04663	5.82307	1.39638	185.549
82	69	3.5356	0.67443	3.08012	5.41665	1.32836	182.921
83	69	3.58849	0.661643	3.10163	5.1551	1.28656	181.257
84	69	3.64156	0.648689	3.12298	4.89516	1.24645	179.624
85	69	3.74187	0.623863	3.16273	4.40957	1.1753	176.633
86	69	3.79636	0.610187	3.18394	4.14952	1.13912	175.062
87	69	3.85124	0.596275	3.20506	3.8897	1.10429	173.516
88	69	3.90634	0.582171	3.22592	3.63218	1.071	172.005
89	69	3.97348	0.564794	3.25095	3.32145	1.03246	170.213
90	69	4.02999	0.550008	3.27162	3.06357	1.00178	168.752
91	69	4.08686	0.534977	3.29203	2.8074	0.972436	167.325
92	69	4.14411	0.519693	3.31215	2.5531	0.94441	165.933
93	69	4.23494	0.495129	3.34312	2.15762	0.902955	163.818
94	69	4.29371	0.479027	3.36247	1.90767	0.87806	162.515
95	69	4.35293	0.462642	3.38136	1.66095	0.854467	161.255
96	69	4.41249	0.445996	3.39966	1.41905	0.832264	160.047
97	69	4.53108	0.41237	3.4337	0.95922	0.792604	157.83
98	69	4.59207	0.394834	3.44966	0.738074	0.77471	156.803
99	69	4.65355	0.376995	3.46461	0.526572	0.758358	155.85
100	69	4.71483	0.359059	3.47785	0.334975	0.744183	155.012
101	69	4.77617	0.340967	3.48928	0.164778	0.732166	154.293
102	69	4.8605	0.315915	3.49998	0.000381912	0.721125	153.625
103	69	4.87546	0.311457	3.5	0	0.721101	153.623
104	69	4.96251	0.285503	3.5	0	0.721101	153.623
105	69	5.04957	0.259548	3.5	0	0.721101	153.623
106	69	5.13662	0.233593	3.5	0	0.721101	153.623
107	69	5.22368	0.207638	3.5	0	0.721101	153.623
108	69	5.31073	0.181683	3.5	0	0.721101	153.623
109	69	5.39779	0.155729	3.5	0	0.721101	153.623
110	69	5.48484	0.129774	3.5	0	0.721101	153.623
111	69	5.5719	0.103819	3.5	0	0.721101	153.623
112	69	5.65895	0.0778644	3.5	0	0.721101	153.623
113	69	5.74601	0.0519096	3.5	0	0.721101	153.623
114	69	5.83306	0.0259548	3.5	0	0.721101	153.623
115	69	5.92012	0	3.5	0	0.721101	153.623

0	70	0.97657	1.25307	2.01114	17.2358	6.90848	292.99
1	70	0.988029	1.25051	2.01521	17.2029	6.86479	292.459
2	70	1.01992	1.24344	2.02662	17.1092	6.74389	290.978
3	70	1.05244	1.23628	2.03834	17.0114	6.62191	289.465
4	70	1.08559	1.22903	2.05037	16.9089	6.49885	287.918
5	70	1.11939	1.2217	2.06274	16.8015	6.37468	286.335
6	70	1.14254	1.21671	2.07097	16.7343	6.29336	285.287
7	70	1.17715	1.20929	2.08382	16.6187	6.1683	283.655
8	70	1.20097	1.20422	2.09244	16.5451	6.08582	282.566
9	70	1.22499	1.19912	2.10121	16.4688	6.00303	281.463
10	70	1.2476	1.19435	2.10871	16.4172	5.93314	280.523
11	70	1.26914	1.18982	2.11547	16.3784	5.8708	279.677
12	70	1.29078	1.1853	2.12242	16.3352	5.80739	278.811
13	70	1.31269	1.18074	2.12964	16.2866	5.7422	277.913
14	70	1.33438	1.17625	2.13673	16.2402	5.67891	277.034
15	70	1.35664	1.17167	2.14428	16.1853	5.61226	276.101
16	70	1.37879	1.16713	2.15176	16.1315	5.54697	275.18
17	70	1.40122	1.16255	2.15947	16.0736	5.4805	274.234
18	70	1.42416	1.15789	2.16758	16.0083	5.41137	273.241
19	70	1.4465	1.15337	2.17525	15.9507	5.3468	272.305
20	70	1.4657	1.14949	2.1824	15.8867	5.28729	271.436
21	70	1.48875	1.14486	2.19063	15.8192	5.21969	270.44
22	70	1.50764	1.14108	2.19754	15.7593	5.16352	269.605
23	70	1.52737	1.13714	2.20507	15.6888	5.10304	268.699
24	70	1.54661	1.1333	2.21224	15.6245	5.04612	267.839
25	70	1.56566	1.12952	2.2193	15.5615	4.99064	266.995
26	70	1.58543	1.1256	2.22692	15.4887	4.93145	266.086
27	70	1.60528	1.12168	2.23463	15.4141	4.87234	265.171
28	70	1.62395	1.118	2.24149	15.3537	4.82025	264.358
29	70	1.64342	1.11417	2.24901	15.2816	4.76388	263.471
30	70	1.6614	1.11064	2.25622	15.208	4.71041	262.622
31	70	1.6791	1.10717	2.26326	15.137	4.65879	261.797
32	70	1.69573	1.10391	2.26957	15.0779	4.61299	261.059
33	70	1.7147	1.1002	2.277	15.0048	4.5597	260.194
34	70	1.73129	1.09697	2.28377	14.9336	4.51161	259.407
35	70	1.74865	1.09358	2.29086	14.8592	4.46188	258.587
36	70	1.76483	1.09043	2.29718	14.7969	4.41796	257.857
37	70	1.78001	1.08748	2.30318	14.7365	4.37665	257.165
38	70	1.79543	1.08449	2.30948	14.6703	4.33376	256.443
39	70	1.81075	1.08152	2.31581	14.6023	4.29102	255.718
40	70	1.82577	1.0786	2.32206	14.5346	4.24928	255.005
41	70	1.84029	1.07579	2.3281	14.4694	4.20936	254.318
42	70	1.85323	1.07328	2.33314	14.4195	4.17627	253.745
43	70	1.86639	1.07073	2.33853	14.3624	4.14126	253.135
44	70	1.87904	1.06828	2.34383	14.3042	4.10703	252.536
45	70	1.89123	1.06593	2.34901	14.2465	4.07392	251.952
46	70	1.89665	1.06488	2.35181	14.2086	4.05614	251.638
47	70	1.90042	1.06415	2.35401	14.1761	4.04221	251.391
48	70	1.90715	1.06284	2.35719	14.1361	4.02215	251.034
49	70	1.91612	1.0611	2.36081	14.0983	3.99949	250.629
50	70	1.92855	1.0587	2.36571	14.0486	3.96897	250.081
51	70	1.94458	1.05559	2.37196	13.986	3.93038	249.383
52	70	1.96416	1.05181	2.3795	13.9119	3.88434	248.545
53	70	1.98733	1.04733	2.38835	13.826	3.83101	247.566
54	70	2.0143	1.04213	2.39866	13.7259	3.76985	246.43
55	70	2.04555	1.03611	2.41072	13.6069	3.69955	245.108
56	70	2.08179	1.02913	2.42501	13.4613	3.61794	243.551
57	70	2.12433	1.02095	2.44245	13.2745	3.52088	241.666
58	70	2.17614	1.01096	2.46509	13.0129	3.39882	239.242
59	70	2.25249	0.996168	2.50169	12.5489	3.21058	235.379
60	70	2.33837	0.979368	2.5422	12.0397	3.01471	231.183
61	70	2.42058	0.963131	2.5791	11.5929	2.84701	227.434
62	70	2.51343	0.944599	2.62141	11.0713	2.66654	223.218
63	70	2.5603	0.935161	2.6422	10.8198	2.5823	221.18
64	70	2.61109	0.924864	2.66517	10.5365	2.49239	218.952
65	70	2.65817	0.915254	2.68591	10.2853	2.41402	216.962
66	70	2.71665	0.903226	2.71205	9.96419	2.31891	214.485
67	70	2.76441	0.893323	2.73302	9.70911	2.24541	212.52
68	70	2.83175	0.879238	2.76277	9.3445	2.14534	209.77
69	70	2.8802	0.86901	2.78391	9.08685	2.07708	207.84
70	70	2.95766	0.852488	2.81772	8.67299	1.9726	204.798
71	70	3.00686	0.841885	2.83898	8.41362	1.90977	202.913
72	70	3.09594	0.822461	2.87732	7.94464	1.8017	199.564
73	70	3.146	0.811413	2.89866	7.68404	1.74437	197.728
74	70	3.19629	0.800216	2.92001	7.42286	1.68892	195.912
75	70	3.24821	0.788553	2.94188	7.15575	1.63409	194.073
76	70	3.29948	0.776932	2.96338	6.89262	1.582	192.285
77	70	3.35056	0.765246	2.98459	6.63346	1.53234	190.541
78	70	3.41698	0.74989	3.01201	6.29771	1.47058	188.314
79	70	3.46924	0.737678	3.03337	6.03624	1.42432	186.602
80	70	3.52172	0.725298	3.05465	5.77538	1.37976	184.915
81	70	3.60446	0.705541	3.08779	5.36859	1.31329	182.325
82	70	3.65819	0.692551	3.10907	5.10694	1.27243	180.686
83	70	3.71209	0.679391	3.13018	4.84699	1.23323	179.078
84	70	3.81397	0.654167	3.16945	4.3617	1.1637	176.133
85	70	3.8693	0.64027	3.1904	4.10198	1.12835	174.588
86	70	3.92504	0.626133	3.21123	3.84265	1.09432	173.067
87	70	3.98098	0.6118	3.23181	3.58577	1.0618	171.581
88	70	4.04915	0.59414	3.25648	3.27605	1.02416	169.821
89	70	4.10652	0.579114	3.27683	3.01922	0.994197	168.386
90	70	4.16424	0.56384	3.29691	2.76431	0.965552	166.986
91	70	4.22234	0.548311	3.31669	2.51151	0.938199	165.62
92	70	4.31451	0.523356	3.34711	2.11892	0.89776	163.549
93	70	4.37413	0.507002	3.36608	1.8712	0.873489	162.273
94	70	4.43419	0.490364	3.38459	1.62705	0.850502	161.041
95	70	4.49458	0.473467	3.40249	1.38807	0.828883	159.861
96	70	4.61477	0.439356	3.43572	0.935179	0.790315	157.699
97	70	4.67652	0.421584	3.45126	0.718149	0.772942	156.701
98	70	4.73874	0.403517	3.46578	0.511224	0.757088	155.776
99	70	4.8007	0.385374	3.47861	0.324405	0.743368	154.964
100	70	4.86264	0.367099	3.48967	0.159141	0.73176	154.269
101	70	4.94756	0.341871	3.49998	0.000367247	0.721124	153.625
102	70	4.96251	0.337412	3.5	0	0.721101	153.623
103	70	5.04957	0.311457	3.5	0	0.721101	153.623
104	70	5.13662	0.285503	3.5	0	0.721101	153.623
105	70	5.22368	0.259548	3.5	0	0.721101	153.623
106	70	5.31073	0.233593	3.5	0	0.721101	153.623
107	70	5.39779	0.207638	3.5	0	0.721101	153.623
108	70	5.48484	0.181683	3.5	0	0.721101	153.623
109	70	5.5719	0.155729	3.5	0	0.721101	153.623
110	70	5.65895	0.129774	3.5	0	0.721101	153.623
111	70	5.74601	0.103819	3.5	0	0.721101	153.623
112	70	5.83306	0.0778644	3.5	0	0.721101	153.623
113	70	5.92012	0.0519096	3.5	0	0.721101	153.623
114	70	6.00717	0.0259548	3.5	0	0.721101	153.623
115	70	6.09423	0	3.5	0	0.721101	153.623

0	71	1.05416	1.27708	2.04057	17.1555	6.59889	289.177
1	71	1.08505	1.27043	2.05154	17.0614	6.48697	287.767
2	71	1.11861	1.26325	2.06355	16.9566	6.36665	286.232
3	71	1.15282	1.25598	2.07588	16.8468	6.24526	284.662
4	71	1.17624	1.25104	2.08409	16.778	6.16577	283.622
5	71	1.21128	1.24368	2.09691	16.66	6.04352	282.004
6	71	1.23538	1.23865	2.10551	16.5847	5.9629	280.924
7	71	1.25969	1.23359	2.11425	16.5066	5.88198	279.829
8	71	1.28254	1.22886	2.12172	16.4532	5.8137	278.897
9	71	1.3043	1.22438	2.12846	16.4124	5.75281	278.06
